signatureid	compound	similarity
LINCSCP_97726	114798-26-4	1
LINCSCP_15979	Clopidogrel	0.7419
LINCSCP_95225	RO4987655	0.7188
LINCSCP_98071	AZD2014	0.6702
LINCSCP_94686	TAK-242	0.664
LINCSCP_98422	Clinofibrate	0.6561
LINCSCP_88952	VE-821	0.6552
LINCSCP_211755	KU-55933	0.6515
LINCSCP_15108	Penicillic acid	0.6406
LINCSCP_97067	PF-04217903	0.6275
LINCSCP_98181	Dequalinium	0.6228
LINCSCP_97083	Tacalcitol	0.6208
LINCSCP_15835	MLS001060826	0.6182
LINCSCP_96967	Erlotinib	0.6174
LINCSCP_97662	AC1NSZCT	0.6123
LINCSCP_96615	Loratadine	0.6056
LINCSCP_95308	ZK 200775	0.6046
LINCSCP_95299	Cilostazol	0.6025
LINCSCP_94562	ICI 192,605	0.5988
LINCSCP_97573	SPECTRUM1505012	0.597
LINCSCP_95331	paroxetine	0.5959
LINCSCP_96630	BRD-A68202111	0.5902
LINCSCP_97213	MK-2206	0.5891
LINCSCP_17209	Avicin-G	0.588
LINCSCP_98014	CL-976	0.587
LINCSCP_94431	Selumetinib	0.5814
LINCSCP_89215	CHIR-265	0.58
LINCSCP_97129	Cyclosporin A	0.5698
LINCSCP_97769	NVP DPP 728 dihydrochloride	0.5642
LINCSCP_97003	181144-66-1	0.5631
LINCSCP_94747	Ilomastat	0.5605
LINCSCP_15509	Sirolimus	0.5578
LINCSCP_94411	MK-2461	0.5569
LINCSCP_94517	Rocuronium Bromide	0.5558
LINCSCP_98733	Diosmin	0.5549
LINCSCP_96783	brefeldin-a	0.5461
LINCSCP_211355	AC1LHZKN	0.5441
LINCSCP_15952	MLS002607718	0.5436
LINCSCP_96581	MEK162 (ARRY-162, ARRY-438162)	0.543
LINCSCP_94662	Emtricitabine	0.5416
LINCSCP_89061	Pyrazolanthrone	0.5399
LINCSCP_87793	Apitolisib (gdc-0980, rg7422)	0.5364
LINCSCP_14219	Fccp	0.5346
LINCSCP_212628	Panobinostat	0.5327
LINCSCP_213244	Genistein	0.5296
LINCSCP_96568	SCHEMBL6851809	0.5289
LINCSCP_97143	SGI-1776	0.5275
LINCSCP_97398	Rimcazole	0.5273
LINCSCP_17274	KUC111774N	0.523
LINCSCP_16968	5807-14-7	0.5216
LINCSCP_16335	MLS001170902	0.5206
LINCSCP_99007	Bexarotene	0.5202
LINCSCP_95217	NCGC00166323-01	0.519
LINCSCP_95240	Dienogest	0.5182
LINCSCP_97715	SU14813	0.5163
LINCSCP_94573	MLN-0128	0.5157
LINCSCP_96972	Trazodone	0.5157
LINCSCP_97344	Ibrutinib (PCI-32765)	0.5151
LINCSCP_94668	Gliclazide	0.5142
LINCSCP_96646	Rosuvastatin	0.5124
LINCSCP_94086	Chlorprothixene	0.5112
LINCSCP_13859	Rottlerin	0.5089
LINCSCP_13963	Dehydroepiandrosterone Acetate	0.507
LINCSCP_88932	AZ20	0.5065
LINCSCP_92708	Everolimus	0.5061
LINCSCP_96989	BAY 87-2243	0.5058
LINCSCP_97289	Azelastine	0.5049
LINCSCP_98190	Menadione	0.5033
LINCSCP_94578	Voglibose	0.5024
LINCSCP_88493	HG-9-91-01	0.502
LINCSCP_96095	Fipronil	0.5011
LINCSCP_94557	Linopirdine	0.5
LINCSCP_97314	Golvatinib (E7050)	0.4981
LINCSCP_97149	Glycopyrrolate	0.4977
LINCSCP_98729	AC1NWALF	0.4977
LINCSCP_96648	Doxifluridine	0.4949
LINCSCP_97375	Sertraline HCl	0.4928
LINCSCP_15859	MLS001065839	0.4914
LINCSCP_16289	MLS001116157	0.4909
LINCSCP_95317	CI-966	0.4903
LINCSCP_94715	betaescin	0.4902
LINCSCP_14984	BSPBIO_001542	0.4892
LINCSCP_96488	TAK-285	0.4882
LINCSCP_96999	ESTRAMUSTINE	0.487
LINCSCP_97013	SNX-2112 (PF-04928473)	0.4865
LINCSCP_212019	MLS002474082	0.4856
LINCSCP_17477	Avrainvillamide-analog-1	0.4855
LINCSCP_95747	APIXABAN	0.4836
LINCSCP_15111	MLS000766281	0.4834
LINCSCP_16677	ZSTK 474	0.483
LINCSCP_91491	Temsirolimus (CCI-779, NSC 683864)	0.4817
LINCSCP_97195	Navitoclax	0.4806
LINCSCP_91654	Pictilisib	0.4802
LINCSCP_96542	Maxacalcitol-D6	0.4801
LINCSCP_95410	AVN-944	0.4787
LINCSCP_97756	Nimesulide	0.478
LINCSCP_94958	Manumycin-A	0.4767
LINCSCP_89299	WHI-P97	0.4765
LINCSCP_210781	Wortmannin	0.4763
LINCSCP_95108	Varlitinib	0.4759
LINCSCP_97546	SIN-1, Hydrochloride	0.4751
LINCSCP_97557	Diazoxide	0.475
LINCSCP_97108	GDC-0152	0.4749
LINCSCP_212655	Broad-Sai-595	0.4744
LINCSCP_95078	Ibutamoren (Mesylate)	0.4735
LINCSCP_15395	AZD-8055	0.4731
LINCSCP_94492	VILAZODONE HYDROCHLORIDE	0.4726
LINCSCP_16004	MLS003337114	0.4696
LINCSCP_15261	Dactolisib	0.4692
LINCSCP_98989	Malotilate	0.4688
LINCSCP_99176	BMN 673	0.4679
LINCSCP_96850	Pitavastatin Calcium	0.4676
LINCSCP_97310	Flumatinib (mesylate)	0.4676
LINCSCP_97687	Rizatriptan	0.4666
LINCSCP_93984	LGX818	0.4656
LINCSCP_89663	ASC-J9	0.4656
LINCSCP_16363	SCHEMBL15422156	0.4654
LINCSCP_89467	Chloroguanide	0.4645
LINCSCP_15545	GW 405833	0.4642
LINCSCP_15763	12K-612S	0.463
LINCSCP_97746	Tazarotene	0.4626
LINCSCP_16295	AC1O9CBL	0.4626
LINCSCP_16469	Axitinib	0.462
LINCSCP_87904	Trametinib	0.4617
LINCSCP_91267	BRD-A31180007	0.4614
LINCSCP_97691	Chlorophenylpiperazine	0.4597
LINCSCP_93611	Foretinib	0.4595
LINCSCP_91424	GDC-0980 (RG7422)	0.4595
LINCSCP_92541	Theobromine	0.4583
LINCSCP_212615	HDACi1,2+3_mix	0.4575
LINCSCP_94048	Fidaxomicin	0.4575
LINCSCP_88979	GSK429286A	0.4573
LINCSCP_14072	SPBIO_000926	0.4568
LINCSCP_87699	AZD-8330	0.4564
LINCSCP_89148	BX-795	0.4558
LINCSCP_212586	Vorinostat	0.4558
LINCSCP_94105	Maribavir	0.4547
LINCSCP_88276	TPCA-1	0.4536
LINCSCP_97645	Bosentan	0.4536
LINCSCP_17032	Streptozotocin	0.4535
LINCSCP_98222	Lu AE58054 (Hydrochloride)	0.452
LINCSCP_16930	CVF-SUMO-11	0.4516
LINCSCP_96856	Entinostat	0.4514
LINCSCP_16091	CHEMBL1561166	0.4501
LINCSCP_95582	TG100-115	0.45
LINCSCP_16695	BIO2_000413	0.4498
LINCSCP_16352	11K-629S	0.449
LINCSCP_97477	Probucol	0.449
LINCSCP_15253	3-Aminobenzamide	0.4485
LINCSCP_96946	Amantadine	0.4476
LINCSCP_95538	benproperine	0.4475
LINCSCP_92679	AC1NWAML	0.4472
LINCSCP_15163	Verapamil	0.4451
LINCSCP_16978	CHEMBL2132717	0.4446
LINCSCP_16939	Nicotine	0.442
LINCSCP_208992	Tripelennamine	0.4411
LINCSCP_16965	BRD-K41431262	0.4409
LINCSCP_93617	Clozapine	0.4404
LINCSCP_92211	Flutamide	0.44
LINCSCP_94393	Losmapimod	0.4399
LINCSCP_211909	BRD-K25608435	0.4399
LINCSCP_97350	Atorvastatin	0.4394
LINCSCP_16762	THZ-2-98-01	0.4393
LINCSCP_97792	testosterone	0.439
LINCSCP_17469	MK-5108	0.438
LINCSCP_88123	AT-7519	0.4376
LINCSCP_92123	fluocinolone-acetonide	0.4363
LINCSCP_16220	MEGXP0_001964	0.4358
LINCSCP_96789	Sulbactam	0.4355
LINCSCP_16143	MLS000094380	0.4351
LINCSCP_96672	Candesartan	0.4347
LINCSCP_16580	Thiostrepton	0.4346
LINCSCP_16431	Danusertib	0.434
LINCSCP_91346	Pantoprazole	0.4336
LINCSCP_17218	COL-3	0.4334
LINCSCP_14819	Mitotane	0.4331
LINCSCP_16901	BRD-K88278225	0.4311
LINCSCP_212965	MW-SHH-61	0.4307
LINCSCP_89260	SCHEMBL15556278	0.4304
LINCSCP_16751	EI-346-ERLOTINIB-ANALOG	0.4298
LINCSCP_88031	SCHEMBL17052537	0.4295
LINCSCP_16074	CHEMBL2048846	0.4286
LINCSCP_15762	T6117073	0.428
LINCSCP_15967	CHEMBL1394028	0.4277
LINCSCP_97009	Birinapant	0.4273
LINCSCP_17076	Actinomycin-D	0.4266
LINCSCP_16793	BRD-K19593010	0.4263
LINCSCP_98715	Ingenol Mebutate	0.4257
LINCSCP_15767	MLS001065851	0.4256
LINCSCP_90459	Forskolin, NKH477	0.4248
LINCSCP_14485	Pifithrin	0.4241
LINCSCP_97936	Pimecrolimus	0.4229
LINCSCP_96864	CP-724714	0.4228
LINCSCP_96275	Thioridazine	0.4227
LINCSCP_15289	4-Iodo-6-phenylpyrimidine	0.422
LINCSCP_15492	Quinacrine	0.421
LINCSCP_210067	FPL64176	0.4201
LINCSCP_17241	SCHEMBL17497583	0.4199
LINCSCP_17261	Avicin-D	0.4199
LINCSCP_16227	SCHEMBL15422158	0.4194
LINCSCP_97740	Nicergoline	0.4194
LINCSCP_94987	Curcumin	0.4191
LINCSCP_15923	AC1MJ3VH	0.418
LINCSCP_96876	CGS 20625	0.4179
LINCSCP_15214	IN1549	0.4177
LINCSCP_94990	AS-605240	0.4174
LINCSCP_92226	AZD4547	0.4174
LINCSCP_17362	CHEMBL2143628	0.4172
LINCSCP_212740	Hydroxyl	0.4171
LINCSCP_91471	AT-9283	0.4157
LINCSCP_95163	Tipifarnib	0.4156
LINCSCP_15856	2-[(2-Bromobenzyl)oxy]benzoic acid	0.4156
LINCSCP_15937	MLS002264469	0.4155
LINCSCP_88241	LRRK2-IN-1	0.4152
LINCSCP_212310	Trichloroethylene	0.415
LINCSCP_97435	FLUDARABINE PHOSPHATE	0.4141
LINCSCP_96777	Sobetirome	0.4139
LINCSCP_16354	2-Fluoroadenosine	0.4138
LINCSCP_92997	CI-1040	0.4131
LINCSCP_16743	Linifanib	0.4128
LINCSCP_98956	SPIRONOLACTONE	0.4122
LINCSCP_16465	20554-84-1	0.4116
LINCSCP_95759	Lafutidine	0.4115
LINCSCP_16934	Doxycycline	0.4111
LINCSCP_16844	BRD-K49553303-001-01-8	0.4107
LINCSCP_208903	IN1436	0.4104
LINCSCP_94173	Milciclib (PHA-848125)	0.4103
LINCSCP_98090	Ibutilide	0.4092
LINCSCP_94583	Tozasertib	0.409
LINCSCP_96485	Nemonapride	0.409
LINCSCP_89132	VX-745	0.4065
LINCSCP_13961	Dihydro-Beta-Tubaic acid	0.406
LINCSCP_16272	BRD-K18964980	0.4048
LINCSCP_93737	Reboxetine mesylate	0.4046
LINCSCP_98530	doxorubicin	0.4036
LINCSCP_211330	CHEMDIV3_000020	0.4034
LINCSCP_92231	Brivanib	0.4033
LINCSCP_88226	TORIN1	0.4016
LINCSCP_98103	Rimantadine	0.4016
LINCSCP_14071	NCGC00025312-01	0.4015
LINCSCP_14312	RS-102,221	0.4008
LINCSCP_96600	SB271046	0.3997
LINCSCP_88096	PI-103	0.3991
LINCSCP_97459	TOFA	0.3985
LINCSCP_96025	sulmazole	0.3984
LINCSCP_14531	dactinomycin	0.3977
LINCSCP_96953	CHEBI:82814	0.3973
LINCSCP_16739	sirolimus	0.397
LINCSCP_90947	Varespladib (LY315920)	0.3967
LINCSCP_97518	CEP-37440	0.3961
LINCSCP_94800	Lidocaine	0.3961
LINCSCP_87939	SCHEMBL6874948	0.3951
LINCSCP_97157	Semagacestat (LY450139)	0.3951
LINCSCP_94484	Aminolevulinic acid	0.3948
LINCSCP_16447	ST072947	0.3947
LINCSCP_95807	Tauroursodeoxy cholic acid dihydrate	0.3945
LINCSCP_16286	MLS001116217	0.3933
LINCSCP_14327	CGP13501	0.3929
LINCSCP_94270	[Met5]-ENKEPHALIN	0.3928
LINCSCP_96821	Tetrahydrouridine	0.3926
LINCSCP_16007	MLS002264465	0.3925
LINCSCP_15986	BRD-K31887147	0.3924
LINCSCP_95935	1-(4-fluorobenzyl)-N-(piperidin-4-yl)-1H-benzo[d]imidazol-2-amine	0.3922
LINCSCP_16816	SA-84512	0.3918
LINCSCP_90846	Pelitinib	0.3907
LINCSCP_96845	Aclidinium Bromide	0.3906
LINCSCP_94528	Selamectin	0.3904
LINCSCP_16099	ML162	0.3902
LINCSCP_14985	AC1MS7KY	0.3899
LINCSCP_15898	MLS000089581	0.3893
LINCSCP_16871	CHEMBL3109370	0.3891
LINCSCP_94052	SCHEMBL10583556	0.3887
LINCSCP_13835	Cucurbitacin I	0.3887
LINCSCP_94469	179324-69-7	0.3886
LINCSCP_91896	Hydroflumethiazide	0.3874
LINCSCP_96444	XL-147	0.3873
LINCSCP_88844	852475-26-4	0.3871
LINCSCP_88923	PD-0325901	0.387
LINCSCP_98523	BX471	0.387
LINCSCP_13826	Brefeldin A	0.3864
LINCSCP_91751	CHEMBL179288	0.386
LINCSCP_92283	Bicalutamide	0.3847
LINCSCP_15897	7-Bromo-1,2,3,9-tetrahydropyrrolo[2,1-b]quinazoline	0.3847
LINCSCP_90214	Methixene	0.3843
LINCSCP_16266	SUGA2_000482	0.3841
LINCSCP_96912	Phorbol Myristate Acetate	0.384
LINCSCP_94158	AGI-5198	0.3832
LINCSCP_17081	BRD-A88208128-003-01-2	0.3831
LINCSCP_15754	Azathioprine	0.3825
LINCSCP_87671	PHA-665752	0.3819
LINCSCP_93833	Apilimod	0.3813
LINCSCP_90778	BRD-A00474148	0.3808
LINCSCP_89495	PI 3-K/mTOR Inhibitor III, PKI-179	0.3801
LINCSCP_96858	Gatifloxacin	0.3791
LINCSCP_88404	Dasatinib	0.3786
LINCSCP_95300	ACE2 Inhibitor, MLN-4760	0.3786
LINCSCP_95283	penicillin	0.3784
LINCSCP_16874	BRD-K67519589	0.3784
LINCSCP_15382	AZD-2014	0.3775
LINCSCP_94056	Roxithromycin	0.3765
LINCSCP_91178	Sitagliptin	0.3764
LINCSCP_16906	BRD-K91836367	0.3758
LINCSCP_15407	UNC-0321	0.3748
LINCSCP_87573	Crizotinib	0.3747
LINCSCP_98275	Cinaciguat	0.374
LINCSCP_96756	IDOXURIDINE	0.3739
LINCSCP_93208	PF-04691502	0.3739
LINCSCP_17024	NCGC00170421-01	0.3738
LINCSCP_95114	Pioglitazone	0.3734
LINCSCP_208990	Zolmitriptan	0.3733
LINCSCP_13818	PI828	0.3732
LINCSCP_87693	Withaferin A	0.373
LINCSCP_13831	979-32-8	0.3727
LINCSCP_89750	Fentiazac	0.3723
LINCSCP_15236	CHEMBL1242477	0.372
LINCSCP_16214	Doxorubicin	0.3714
