signatureid	compound	similarity
LINCSCP_247403	BRD-K81921806	-0.5395
LINCSCP_36932	PD-0325901	-0.5316
LINCSCP_34855	BRD-K80848452	-0.5111
LINCSCP_34169	BRD-K99017327	-0.4913
LINCSCP_32454	8-Epi-15-d2c-isop	-0.4612
LINCSCP_35160	BRD-K04750859	-0.443
LINCSCP_37243	BRD-K52577250	-0.4316
LINCSCP_239451	67497-51-2	-0.4203
LINCSCP_31607	MLS002415570	-0.4165
LINCSCP_235614	Genistein	-0.4147
LINCSCP_36882	Pelitinib	-0.4125
LINCSCP_247754	BRD-K01800462	-0.4124
LINCSCP_32428	BRD-A59808129-001-01-7	-0.4109
LINCSCP_140226	3-(4-Pyridyl)indole	-0.4091
LINCSCP_34812	BRD-K42694358	-0.4039
LINCSCP_143703	Nortriptyline	-0.3997
LINCSCP_33189	Piperidolate	-0.397
LINCSCP_37901	Mafenide	-0.3958
LINCSCP_32855	Prednisolone Hemisuccinate	-0.3909
LINCSCP_133391	Dacomitinib	-0.3887
LINCSCP_36619	Saracatinib	-0.3874
LINCSCP_143532	SPECTRUM_001579	-0.3823
LINCSCP_143904	Taltirelin	-0.3802
LINCSCP_144054	Droperidol	-0.3756
LINCSCP_36902	AZD-8330	-0.3727
LINCSCP_37992	BRD-K04856990	-0.3723
LINCSCP_30424	PK-11195	-0.372
LINCSCP_133489	HG-9-91-01	-0.3714
LINCSCP_132816	Selumetinib	-0.3699
LINCSCP_36593	CI-1040	-0.3682
LINCSCP_30263	L 168049	-0.3672
LINCSCP_35021	BRD-K37184875	-0.367
LINCSCP_135508	Dacarbazine	-0.3661
LINCSCP_253207	SA-1457797	-0.363
LINCSCP_132887	CHIR-99021	-0.3627
LINCSCP_252235	SCH-23390	-0.3615
LINCSCP_132770	Radicicol	-0.3592
LINCSCP_141249	Ttnpb	-0.359
LINCSCP_236524	STK064652	-0.3589
LINCSCP_35020	BRD-K36226647	-0.3585
LINCSCP_33864	BRD-K45735142	-0.3569
LINCSCP_137203	BRD-A03684405	-0.3568
LINCSCP_133420	Allitinib	-0.3537
LINCSCP_144197	EMD-1214063	-0.3536
LINCSCP_132543	Trametinib	-0.3528
LINCSCP_243657	Lomefloxacin	-0.3508
LINCSCP_240956	Anagrelide	-0.3483
LINCSCP_255140	Dienestrol	-0.3477
LINCSCP_34968	BRD-K87507139	-0.347
LINCSCP_239503	CHEMBL584481	-0.3466
LINCSCP_36720	Neratinib	-0.3436
LINCSCP_135036	Hoechst 33258	-0.3429
LINCSCP_35696	Sildenafil	-0.3407
LINCSCP_242592	BRD-K98630904-001-01-7	-0.3399
LINCSCP_35682	3-Aminobenzamide	-0.3386
LINCSCP_34767	BRD-K86071888	-0.3382
LINCSCP_251614	MLN-8054	-0.3368
LINCSCP_132506	WH-4-025	-0.3359
LINCSCP_32529	WHI-P97	-0.3359
LINCSCP_34773	BRD-K01877724	-0.3346
LINCSCP_34804	BRD-K09824708	-0.3345
LINCSCP_133217	TORIN1	-0.3344
LINCSCP_140655	AC1NWAPU	-0.3331
LINCSCP_30661	ST51005413	-0.3319
LINCSCP_137256	clobetasol	-0.3305
LINCSCP_36309	DR 2313	-0.3296
LINCSCP_247443	BRD-K93996655	-0.3287
LINCSCP_32465	Emend	-0.3274
LINCSCP_30509	Gallocatechin Gallate	-0.3267
LINCSCP_141020	Tauroursodeoxy cholic acid dihydrate	-0.3262
LINCSCP_38465	TL_HRAS26	-0.3262
LINCSCP_36484	AS-605240	-0.3255
LINCSCP_250815	SMR000075319	-0.3213
LINCSCP_244788	Phenylbutazone	-0.5185
LINCSCP_238840	Prednisolone 21-hemisuccinate	-0.5018
LINCSCP_244927	Carbachol Chloride	-0.4945
LINCSCP_136405	LCQ-908	-0.4824
LINCSCP_34884	BRD-K10327449	-0.477
LINCSCP_252651	BRD-K45843042	-0.4761
LINCSCP_33806	AK-968/41923934	-0.4749
LINCSCP_244703	Trichlormethiazide	-0.4701
LINCSCP_33873	MLS002302556	-0.4679
LINCSCP_132266	Enzastaurin	-0.4614
LINCSCP_253261	3,7-Bis(dimethylamino)phenothiazin-5-ium	-0.4597
LINCSCP_238880	Maprotiline	-0.4531
LINCSCP_37187	SA-97378	-0.4506
LINCSCP_34717	Auranofin	-0.4484
LINCSCP_244923	Telmisartan	-0.4447
LINCSCP_30329	Karakoline	-0.4403
LINCSCP_32153	CHEMBL2358136	-0.4397
LINCSCP_34837	BRD-K28431278	-0.4379
LINCSCP_241906	Mapp, D-Erythro	-0.4374
LINCSCP_33385	Medrysone	-0.4369
LINCSCP_244856	Protriptyline	-0.4355
LINCSCP_34711	2-Aminobenzene-sulfonamide	-0.4327
LINCSCP_38375	SA-1458902	-0.4314
LINCSCP_34898	BRD-K09957764	-0.4307
LINCSCP_34598	Valacyclovir	-0.4294
LINCSCP_36549	GSK-461364	-0.4292
LINCSCP_37073	SA-1939938	-0.4268
LINCSCP_32131	JNJ-7706621	-0.4267
LINCSCP_33409	GW9508	-0.4241
LINCSCP_34889	BRD-K31830150	-0.4223
LINCSCP_30234	Homatropine	-0.4212
LINCSCP_236170	Piribedil	-0.4207
LINCSCP_31616	6-Aminoindazole	-0.4191
LINCSCP_36769	NCGC00346967-01	-0.417
LINCSCP_36493	THZ-2-98-01	-0.4168
LINCSCP_240657	Domperidone	-0.4158
LINCSCP_31605	E4031	-0.4147
LINCSCP_240518	Linifanib	-0.4146
LINCSCP_37098	SA-1938820	-0.4142
LINCSCP_34783	BRD-K34230554	-0.4097
LINCSCP_32632	BCB03_000082	-0.4095
LINCSCP_243470	Hyoscyamine	-0.4091
LINCSCP_33143	Riboflavin	-0.409
LINCSCP_32847	AC1MJ3VH	-0.4077
LINCSCP_134571	Licochalcone A	-0.4073
LINCSCP_239938	SMR000144819	-0.4072
LINCSCP_32915	MDL 29951	-0.4063
LINCSCP_37468	SA-1921617	-0.406
LINCSCP_37297	SA-426029	-0.4056
LINCSCP_244913	Atorvastatin	-0.4053
LINCSCP_34714	Acetaminophen	-0.4052
LINCSCP_237357	MLS002699818	-0.4049
LINCSCP_34886	BRD-K22563530	-0.4034
LINCSCP_30857	BRD32048	-0.4024
LINCSCP_36612	CP466722	-0.4016
LINCSCP_34833	BRD-K08251038	-0.3995
LINCSCP_31603	Dexchlorpheniramine	-0.3986
LINCSCP_244889	ZINC402897	-0.3977
LINCSCP_37527	Colforsin	-0.3973
LINCSCP_33962	BRD-A07407288	-0.3971
LINCSCP_30190	Bisindolylmaleimide IX	-0.3967
LINCSCP_142736	CEP-37440	-0.3955
LINCSCP_254137	SB225002	-0.3943
LINCSCP_35759	4,11-Diethyl-4,9-dihydroxy-1H-pyrano[3',4':6,7]indolizino[1,2-b]quinoline-3,14(4H,12H)-dione	-0.3935
LINCSCP_34848	BRD-K64272762	-0.3927
LINCSCP_138803	Lersivirine	-0.392
LINCSCP_32223	STK581349	-0.3918
LINCSCP_33501	Glimepiride	-0.3915
LINCSCP_239294	Zafirlukast	-0.3915
LINCSCP_32952	CHEMBL602850	-0.3914
LINCSCP_243548	Procainamide	-0.3911
LINCSCP_35349	BRD-K64864583	-0.3909
LINCSCP_237056	AC1LNRY5	-0.3903
LINCSCP_244263	Zonisamide	-0.3897
LINCSCP_34118	Phenoxybenzamine	-0.3894
LINCSCP_31550	MLS-0351016.0001	-0.3879
LINCSCP_36566	PF-562271	-0.3878
LINCSCP_37788	CBIOL_001848	-0.3878
LINCSCP_243456	Vanoxerine	-0.3874
LINCSCP_38578	CHEMBL2130605	-0.387
LINCSCP_37144	SA-89705	-0.3867
LINCSCP_252195	SA-1472514	-0.3861
LINCSCP_37139	SA-427604	-0.3859
LINCSCP_34832	BRD-K01404579	-0.3858
LINCSCP_38092	BRD-K74868206	-0.3858
LINCSCP_251359	SCHEMBL1564574	-0.3856
LINCSCP_38009	Piplartine	-0.3844
LINCSCP_32155	MLS-0435528.0001	-0.3844
LINCSCP_37796	Rhamnetin	-0.3842
LINCSCP_245095	ST059620	-0.3833
LINCSCP_32576	GSK-0660	-0.3831
LINCSCP_238883	Mesalamine	-0.3825
LINCSCP_253381	SA-1939936	-0.3825
LINCSCP_33270	Amodiaquine	-0.3824
LINCSCP_30159	SB-218078	-0.3822
LINCSCP_30960	AC1MYETK	-0.3819
LINCSCP_30851	BSPBIO_001592	-0.3812
LINCSCP_132325	SCHEMBL570779	-0.3809
LINCSCP_33976	BRD-K05684908	-0.3808
LINCSCP_38012	BRD-K24383920	-0.3805
LINCSCP_38180	CHEMBL3188986	-0.3802
LINCSCP_32532	BIO2_000413	-0.3797
LINCSCP_238313	MLS001065860	-0.379
LINCSCP_34869	BRD-K41520872	-0.3787
LINCSCP_35588	CHEMBL2333346	-0.3785
LINCSCP_34851	BRD-K75035820	-0.3782
LINCSCP_243228	Amoxicillin	-0.3781
LINCSCP_249772	CHEMBL2355585	-0.378
LINCSCP_136925	Sulfadoxine	-0.377
LINCSCP_30241	BSPBIO_001542	-0.3767
LINCSCP_252203	BRD-K33780441	-0.3763
LINCSCP_33670	Acamprosate	-0.3762
LINCSCP_33557	AC1OCDAW	-0.3761
LINCSCP_241297	Telenzepine	-0.3757
LINCSCP_38683	BL003-049-HDAC3	-0.3752
LINCSCP_254157	BRD-K71714567	-0.3746
LINCSCP_241275	Monastrol	-0.3728
LINCSCP_238416	Enrofloxacin	-0.3727
LINCSCP_31630	3,4-Dimethoxyphenethylamine	-0.3722
LINCSCP_33375	Daunorubicin	-0.372
LINCSCP_35455	Benzohydroxamate	-0.3716
LINCSCP_139654	Dabigatran Etexilate	-0.3713
LINCSCP_239517	CHEMDIV3_007230	-0.3711
LINCSCP_32505	Elvitegravir	-0.3705
LINCSCP_30444	Myriocin	-0.3702
LINCSCP_243777	Moroxydine	-0.3699
LINCSCP_35150	SA-1925996	-0.3691
LINCSCP_34741	MLS000877024	-0.3685
LINCSCP_238272	Nafadotride	-0.3685
LINCSCP_33484	PP 3	-0.3685
LINCSCP_32263	NSC126859	-0.3678
LINCSCP_242978	YL-61	-0.3674
LINCSCP_37575	BRD-K68749296	-0.3667
LINCSCP_30970	SMR001317717	-0.3666
LINCSCP_33128	Linoleoylethanolamide	-0.3659
LINCSCP_30931	MLS002699913	-0.3654
LINCSCP_32623	1-[1-(3-Chloro-4-fluorophenyl)-2,5-dioxopyrrolidin-3-yl]piperidine-4-carboxamide	-0.3652
LINCSCP_32854	CHEMBL404099	-0.3652
LINCSCP_134500	PIMAGEDINE HYDROCHLORIDE	-0.365
LINCSCP_33487	SU4312	-0.3649
LINCSCP_132455	BX 912	-0.3648
LINCSCP_132640	936890-98-1	-0.3643
LINCSCP_32946	Biperiden	-0.3631
LINCSCP_34522	Doxorubicin	-0.363
LINCSCP_31249	CHEMBL1910803	-0.3629
LINCSCP_38083	BRD-K70595525	-0.3629
LINCSCP_33968	CHEMBL2359798	-0.3625
LINCSCP_36866	GSK 1059615	-0.3625
LINCSCP_30716	6,10,10B-Trihydroxy-3,4a,7,7,10a-pentamethyl-1-oxo-3-vinyldodecahydro-1H-benzo[f]chromen-5-yl acetate	-0.3624
LINCSCP_35012	BRD-K19436903	-0.3618
LINCSCP_35247	CHEMBL2361787	-0.3617
LINCSCP_35079	BRD-K33486590	-0.3611
LINCSCP_243513	Pentylenetetrazol	-0.361
LINCSCP_37539	SA-1459167	-0.3605
LINCSCP_35347	BRD-K63671514	-0.3603
LINCSCP_241578	Cimetidine	-0.3596
LINCSCP_34738	Ronidazole	-0.3593
LINCSCP_32750	Acetyl-Farnesyl-Cysteine	-0.359
LINCSCP_133271	TPCA-1	-0.3589
LINCSCP_34806	BRD-K20192397	-0.3588
LINCSCP_239939	Cilomilast	-0.3588
LINCSCP_33762	L-Hyoscyamine	-0.3587
LINCSCP_38416	Tigecycline	-0.3585
LINCSCP_31777	Stavudine	-0.3578
LINCSCP_32176	AC1M5YQH	-0.3575
LINCSCP_34853	BRD-K78544941-001-01-9	-0.3566
LINCSCP_134213	CHIR-265	-0.3563
LINCSCP_142435	Avasimibe	-0.356
LINCSCP_136628	Inolitazone (dihydrochloride)	-0.3559
LINCSCP_38077	BRD-K63947990	-0.3558
LINCSCP_239854	Heraclenol	-0.3554
LINCSCP_243714	Sulfamethoxazole	-0.3546
LINCSCP_251890	Momelotinib	-0.3542
LINCSCP_138029	Dofequidar (fumarate)	-0.3539
LINCSCP_132521	Linsitinib	-0.3538
LINCSCP_34136	5807-14-7	-0.3538
LINCSCP_242424	BRD-K07452532	-0.3537
LINCSCP_32108	BCB03_000263	-0.3534
LINCSCP_140224	Amidate	-0.3534
LINCSCP_33293	AC1NPD0F	-0.353
LINCSCP_31848	KM04501	-0.3529
LINCSCP_36623	CHEMBL2132289	-0.3525
LINCSCP_251796	XMD15-27	-0.352
LINCSCP_36570	ITK Inhibitor	-0.3517
LINCSCP_34531	Etanidazole	-0.3516
LINCSCP_132390	Seliciclib	-0.3515
LINCSCP_31081	MLS001002737	-0.3511
LINCSCP_252459	SA-1938867	-0.351
LINCSCP_34111	Methyl 1-hydroxy-7-(hydroxymethyl)-1,4a,5,7a-tetrahydrocyclopenta[c]pyran-4-carboxylate	-0.3508
LINCSCP_35086	BRD-K75852825	-0.3507
LINCSCP_38845	Cis-Platin	-0.3506
LINCSCP_33426	CID 91122153	-0.3502
LINCSCP_34135	Acarbose	-0.3501
LINCSCP_37595	SA-245650	-0.3499
LINCSCP_132605	BMS-345541	-0.3499
LINCSCP_34895	BRD-K75813018	-0.3495
LINCSCP_34613	BRD-K71451869-001-01-2	-0.3487
LINCSCP_31979	BRD-K78559095	-0.3487
LINCSCP_32834	SPECTRUM2_000920	-0.3485
LINCSCP_30368	Marmesin	-0.3485
LINCSCP_31162	MLS002454457	-0.3482
LINCSCP_241398	Ergocryptine	-0.3482
LINCSCP_132710	BMS-387032	-0.3482
LINCSCP_31875	ST092379	-0.3481
LINCSCP_31743	MLS002703117	-0.3479
LINCSCP_31138	MLS003429133	-0.3478
LINCSCP_32135	Fluticasone	-0.3477
LINCSCP_251284	Sirolimus	-0.3473
LINCSCP_37452	CHEMBL2359109	-0.3473
LINCSCP_31688	MLS-0044127.0001	-0.3473
LINCSCP_34882	BRD-K03669312	-0.3473
LINCSCP_37176	SA-96816	-0.3468
LINCSCP_254294	SA-1459256	-0.3464
LINCSCP_30729	AG 14361	-0.3461
LINCSCP_134894	Clotrimazole	-0.3459
LINCSCP_243136	Amoxapine	-0.3458
LINCSCP_37967	AC1NUE3V	-0.3456
LINCSCP_35070	BRD-K22862802	-0.3452
LINCSCP_245082	Morin	-0.3452
LINCSCP_32553	Pirarubicin	-0.345
LINCSCP_37736	SA-1459849	-0.3448
LINCSCP_33095	Ethylbeta-carboline-3-carboxylate	-0.3446
LINCSCP_37760	SA-243929	-0.3446
LINCSCP_243784	Methotrexate	-0.3443
LINCSCP_31201	MLS003128609	-0.3442
LINCSCP_133780	Entinostat	-0.3441
LINCSCP_36683	ZSTK 474	-0.3437
LINCSCP_238475	MLS002477154	-0.3436
LINCSCP_132762	AT-7519	-0.3433
LINCSCP_37591	Dipropyldopamine	-0.3429
LINCSCP_244777	Luteolin	-0.3426
LINCSCP_32472	MAYBRIDGE4_001981	-0.3425
LINCSCP_35208	BRD-K38294617	-0.3424
LINCSCP_255155	CHEMBL3183436	-0.3423
LINCSCP_238285	RU-24969	-0.3419
LINCSCP_36889	CHEMBL214378	-0.3418
LINCSCP_32411	IN1451	-0.3417
LINCSCP_31594	MLS002554296	-0.3416
LINCSCP_32425	Antimycin A	-0.3414
LINCSCP_253226	Parbendazole	-0.3414
LINCSCP_138009	Alaproclate	-0.3414
LINCSCP_254602	SCHEMBL17497612	-0.3409
LINCSCP_31952	AC1LIQPX	-0.3409
LINCSCP_35175	BRD-K00381581	-0.3408
LINCSCP_32139	SPOX1_001033	-0.3408
LINCSCP_254695	Hydroxyl	-0.3404
LINCSCP_31054	MLS000033898	-0.3403
