Name_GeneSymbol	Value_LogDiffExp	Significance_pvalue
ETS1	0.5086279946959364	0.05957995248897676
SPDEF	0.5125548069928478	0.06363729859279933
PSMB8	0.5163064076404997	0.0030479827116429744
STAT1	0.5303398670682996	0.0541163247599098
NFKBIE	0.5357900275554894	0.13466724546799083
PTGS2	0.5513723579752277	0.2692995035048066
BID	0.5554034318650286	0.003837060330782108
SLC2A6	0.5655191090612535	0.037452701189382966
FOSL1	0.5956152401349049	0.05993556805717411
PAX8	0.5985281668094201	0.023030847781800434
DUSP4	0.6507849477102903	8.721665672989877e-5
NPEPL1	0.6644948456540534	0.5814384721832337
ADRB2	0.7090698901133291	0.005198280404102381
IKBKE	0.710509157974902	3.6772727541308647e-4
DNM1	0.7438223365900264	0.24426841443191655
CORO1A	0.7542558679474911	0.005694618866455398
MMP1	0.7772459073513757	0.15679564883112856
CCL2	0.839878210747899	0.5363703540899203
PLSCR1	0.8497755064053413	1.3793372381466633e-5
RELB	0.8879845532170156	7.192480053840705e-4
NFKBIA	0.8994513268584026	0.008524438648584558
B3GNT6	0.9365485894580052	0.3193157653296614
IER3	0.9565782322855026	0.008552830969359236
NFKB2	0.9744084985999669	9.685516412832802e-4
IL1B	1.0674062144251213	0.04229568914957489
EDN1	1.071315302697939	2.5711426520708004e-7
TNIP1	1.2696171526038658	6.0343444764210204e-5
CXCL2	1.39375980559581	0.001495050788253473
HOXA10	1.8508763765713125	0.2752546835352455
ICAM1	1.8632491650383947	5.747658443000513e-10
SYNGR3	1.8953737062852056	6.891687979796511e-4
FSD1	2.430313237910029	0.028017525721148587
BTK	3.462491133067109	0.05066252314780947
