Name_GeneSymbol	Value_LogDiffExp
TLR4	1.2085000000000001
STAP2	1.39095
PSMD4	-0.38630000000000003
ELOVL6	1.24075
NENF	-1.5545
DDIT4	0.8385
PAICS	0.29069999999999996
SRC	-0.5221
TSPAN4	-0.683
P4HTM	1.24165
ALDOA	-0.18875000000000008
FKBP4	0.49695
PCK2	0.92325
BNIP3L	-0.7305
EBP	-1.05565
RBM6	0.62975
PIK3R4	0.28305
CIAPIN1	0.7030000000000001
STAT5B	-1.1712
SPDEF	-1.0554999999999999
SNX13	0.05895000000000006
EGFR	-0.95675
RSU1	-0.2827
PFKL	-0.5612999999999999
CYTH1	-0.6163
TM9SF3	0.37234999999999996
PLP2	0.6789999999999999
ACOT9	-1.84085
TSEN2	1.3089
KIF2C	-0.9004
MRPL12	-0.6002000000000001
CCND1	-0.46185
BIRC5	-2.77395
ATP2C1	-0.43810000000000004
CNDP2	0.43420000000000003
WIPF2	-0.5473
PGAM1	-0.17414999999999992
LGMN	-0.9829
CNPY3	0.1866
PTPN12	-0.29824999999999996
HERPUD1	1.6273499999999999
ICAM1	0.8861000000000001
OXSR1	-0.8745999999999999
TRAP1	-0.9016500000000001
IGF2R	0.41519999999999996
TBPL1	-0.20725
GTF2E2	-0.37885
EED	-0.20170000000000005
LAMA3	0.4202
PDGFA	-0.6027
HTATSF1	0.75775
TOPBP1	-0.4567
SKIV2L	-0.9009
GFPT1	0.6100500000000001
NOTCH1	-0.9196
PCBD1	0.47675
SNX6	-1.0675
AKR7A2	-2.9005
SERPINE1	-0.5996
PHKB	0.7207
TCERG1	-0.35309999999999997
KCTD5	-0.20544999999999997
UBE2C	-0.33195
PSME2	0.54135
AARS	0.8791
MYC	-0.61385
CXCL2	-3.38095
ATG3	0.66255
MMP2	0.8729
INSIG1	0.4182
PEX11A	-0.5952500000000001
TMED10	0.61795
FUT1	0.04415000000000002
LRPAP1	-0.025900000000000034
HIST2H2BE	1.2153
CSNK1E	-0.13475000000000004
LAGE3	-0.26725
SLC25A13	-0.13765
NOSIP	-0.48264999999999997
GRWD1	-0.5961
MAP2K5	1.9464
HYOU1	1.05555
ORC1	0.4337
ZNF589	4.31135
RNMT	-0.38935
SMAD3	-0.6513
CHEK2	1.61875
GATA2	-0.7150500000000001
SPP1	-2.8452
DHRS7	-4.2712
TES	-1.9013999999999998
TCTN1	1.85095
GLRX	0.30095
POLR2K	-0.4339
TBC1D9B	0.68955
NIT1	0.3587
LSM6	-0.20550000000000002
HSD17B10	-0.3663
G3BP1	-0.28
DNM1L	-2.7647
CDC25A	1.1037
PIK3C3	-0.7241500000000001
NUP133	0.9877999999999999
DUSP4	1.22
HLA-DRA	-1.9525000000000001
GNPDA1	-0.29259999999999997
LPGAT1	0.63305
PLS1	1.361
EPRS	0.8048
CDC25B	0.7032
PRUNE	-0.14305
DCTD	-0.60625
BPHL	0.38455000000000006
NUP93	-0.41705000000000003
NUP62	0.2329
SNX11	-0.05740000000000001
