Name_GeneSymbol	Value_LogDiffExp
AARS	0.2932
ABHD6	0.5027
ACAA1	0.0197
ACAT2	0.9389
ACD	1.191
ADAT1	0.6059
ADGRG1	1.1855
ADH5	0.0473
ADI1	0.6856
AGL	1.5472
ALAS1	0.7288
ALDH7A1	0.4271
APBB2	0.6102
APOE	1.1195
APP	0.2848
APPBP2	0.2746
ARHGEF12	0.0623
ARID5B	1.6774
ARL4C	0.758
ARNT2	1.1784
ARPP19	0.2293
ATG3	0.1819
ATMIN	0.024
ATP11B	0.0282
AURKB	0.318
BACE2	0.0345
BAG3	0.6826
BAMBI	0.9611
BAX	0.0231
BID	1.0249
BLCAP	0.106
BMP4	1.0137
BPHL	0.8325
BRCA1	0.4096
BTK	0.3693
BUB1B	1.275
BZW2	0.6543
C2CD2L	1.5286
C5	0.0811
CAB39	0.224
CALM3	2.0156
CALU	0.264
CAMSAP2	0.4213
CAPN1	1.7108
CASP10	1.0093
CASP3	0.4218
CASP7	0.1097
CAST	1.3303
CAT	0.793
CBR3	0.259
CCL2	0.6592
CCNA1	0.0366
CCNA2	0.1741
CCNB1	0.645
CCNF	0.402
CCNH	1.2678
CD40	1.3513
CD44	0.948
CD58	0.1844
CDC45	0.2991
CDCA4	0.2126
CDH3	0.4857
CDK1	0.1392
CDK2	0.3238
CDK5R1	0.1705
CDK6	1.0418
CDKN1A	1.6417
CDKN2A	0.0844
CEBPD	0.3656
CEP57	1.0083
CERK	0.7014
CFLAR	0.3973
CHAC1	0.2589
CHEK1	0.7625
CHMP6	1.1114
CHN1	0.9593
CISD1	1.9561
CNPY3	0.7379
COASY	0.0135
COG2	0.1524
COG7	0.2231
COL1A1	0.4923
COL4A1	1.0761
COPS7A	0.0284
CRELD2	0.3959
CRK	0.0182
CRKL	1.4069
CRTAP	0.0016
CRYZ	0.3909
CSNK1A1	0.0344
CSNK2A2	1.449
CTNNAL1	0.2823
CTNND1	1.0521
CXCR4	1.407
CYCS	0.3204
DAXX	0.2546
DCK	0.3382
DCUN1D4	0.3689
DDR1	0.3371
DENND2D	1.6532
DERA	0.4697
DFFA	1.2917
DFFB	0.8358
DHDDS	0.1922
DMTF1	0.5736
DNAJB1	0.333
DNAJB6	1.0721
DNAJC15	0.9
DNM1L	1.2085
DNMT1	1.1665
DNMT3A	1.6929
DSG2	0.2735
DUSP11	0.9787
DUSP3	0.0629
DUSP6	0.1374
DYNLT3	0.3667
DYRK3	0.4076
EBNA1BP2	0.1556
EED	0.1223
EFCAB14	0.2543
EGF	1.0609
EIF4G1	0.4838
ELAVL1	0.2529
EPB41L2	1.6698
EPHA3	1.3297
ERBB3	0.2813
ERO1L	0.1225
ETS1	0.5841
ETV1	0.2779
EXT1	0.2667
FAH	0.3112
FAIM	0.8889
FAM20B	0.4198
FAM69A	0.6453
FBXL12	0.936
FBXO11	1.9507
FBXO21	0.4641
FBXO7	0.1743
FCHO1	0.8324
FEZ2	0.4199
FGFR2	1.2654
FKBP4	6e-4
FOS	0.1115
FRS2	0.4102
FSD1	1.0514
FUT1	0.5124
FYN	0.7142
GADD45B	0.3375
GALE	0.5028
GDPD5	0.6922
GFOD1	0.9692
GLI2	1.0008
GMNN	0.633
GNA11	0.1079
GNA15	1.0878
GOLT1B	1.5182
GPC1	1.1049
GRB7	0.7936
GRN	0.4372
GSTM2	0.9839
H2AFV	0.2427
HACD3	1.0013
HADH	0.0752
HAT1	0.1811
HERC6	0.2087
HERPUD1	0.0673
HIF1A	0.0089
HIST1H2BK	0.0922
HIST2H2BE	1.1754
HLA-DMA	0.0052
HLA-DRA	1.049
HMGA2	0.5335
HMGCR	0.4496
HMOX1	1.935
HPRT1	0.4701
HS2ST1	1.2466
HSD17B11	0.0066
HSPA1A	3.6194
HSPA4	0.6607
HSPA8	0.2002
HSPB1	0.039
HTATSF1	1.0085
HTRA1	0.9504
HYOU1	1.196
IARS2	0.1129
ICAM1	1.1549
IDE	0.5742
IER3	0.112
IFNAR1	1.0957
IGF2BP2	0.6038
IGF2R	0.7094
IGHMBP2	0.8243
IKBKB	1.6286
IKBKE	0.4567
IKZF1	0.0467
IL13RA1	0.9224
IL1B	1.3349
IL4R	0.7729
ILK	0.328
INPP1	0.1781
INPP4B	0.3298
INSIG1	0.4096
INTS3	0.0341
IPO13	1.9303
IQGAP1	0.8202
JUN	0.3866
KAT6B	0.1113
KCNK1	1.0048
KDM5A	0.2712
KDM5B	0.0247
KIAA0196	1.0826
KIAA0355	1.1104
KIAA0753	0.3674
KIAA0907	0.1245
KIT	1.3091
KLHDC2	0.2578
KLHL9	0.2352
KTN1	1.0665
LAP3	0.1275
LIPA	0.3269
LOXL1	0.3639
LPAR2	0.098
LRP10	0.0371
LRRC41	0.118
LSM6	0.3315
LYN	0.0944
LYRM1	0.1613
MAP2K5	0.3138
MAP4K4	0.2767
MAPK13	1.5166
MAPKAPK3	0.5474
MAPKAPK5	1.8886
MAST2	0.2284
MAT2A	0.634
MBNL2	0.3096
MBTPS1	0.0893
MKNK1	1.3253
MLLT11	1.0118
MMP1	1.8905
MMP2	1.2102
MNAT1	1.2794
MOK	1.5945
MSH6	0.3291
MSRA	0.5952
MTF2	0.0126
MTFR1	0.925
MUC1	0.6514
MVP	0.3928
MYBL2	1.0426
MYCBP2	0.5566
MYL9	0.8256
NARFL	1.9018
NCAPD2	0.7619
NCK1	0.3861
NCK2	0.5432
NCOA3	1.3378
NFATC3	0.6208
NFATC4	1.6768
NFIL3	0.1045
NFKB2	0.7046
