signatureid	compound	similarity
LINCSCP_122707	AT13387	-0.59
LINCSCP_44120	GR-127935	-0.5778
LINCSCP_3427	BRD-K53808186	-0.5713
LINCSCP_5110	2-(3-Chlorophenyl)-5-(prop-2-en-1-ylamino)-1,3-oxazole-4-carbonitrile	-0.5514
LINCSCP_24500	CHEMBL552425	-0.5355
LINCSCP_309994	BRD-K23073505	-0.5352
LINCSCP_34352	Clofilium	-0.5279
LINCSCP_201911	PJ34	-0.523
LINCSCP_18539	SC-560	-0.5199
LINCSCP_38303	SA-1457458	-0.5164
LINCSCP_24548	Aurora A Inhibitor I	-0.5158
LINCSCP_25418	YK 4-279	-0.5152
LINCSCP_34397	Zoxazolamine	-0.5129
LINCSCP_7081	MFCD00671792	-0.5121
LINCSCP_9031	CHEMBL2361748	-0.5104
LINCSCP_161942	BX471	-0.5044
LINCSCP_254418	SA-1920080	-0.5042
LINCSCP_25960	Carbazole, 9-(4-methylbenzoyl)-	-0.5014
LINCSCP_200896	CHEMBL3400875	-0.5004
LINCSCP_2060	BRD4770	-0.5003
LINCSCP_177847	CHEMBL3186688	-0.4991
LINCSCP_4315	Homatropine hydrobromide	-0.4954
LINCSCP_57	SB-218078	-0.4925
LINCSCP_48191	BRD-K56215828	-0.4916
LINCSCP_101655	GLPG0634	-0.4909
LINCSCP_17668	Gallocatechin Gallate	-0.4884
LINCSCP_46610	Amonafide	-0.4879
LINCSCP_34423	oxantel	-0.4877
LINCSCP_3641	BRD-K86786416	-0.4876
LINCSCP_1409	MLS003178531	-0.4868
LINCSCP_99455	CHEMBL1083527	-0.4849
LINCSCP_26244	MLS002607739	-0.4827
LINCSCP_2609	Phenacetin	-0.4824
LINCSCP_24505	CHEMBL2132289	-0.4815
LINCSCP_25423	Evodiamine	-0.4752
LINCSCP_440	AC1MR9ZN	-0.4746
LINCSCP_46057	CID 91522200	-0.4742
LINCSCP_53721	BML-259	-0.4732
LINCSCP_2188	AC1MTJVV	-0.4672
LINCSCP_116145	CP-724714	-0.4671
LINCSCP_44627	Amoxapine	-0.4668
LINCSCP_186747	BRD-K34230554	-0.4658
LINCSCP_150814	AZD-1152-HQPA	-0.4657
LINCSCP_127534	AZD8931 (Sapitinib)	-0.4638
LINCSCP_1722	CID 46937231	-0.4632
LINCSCP_244375	Cilnidipine	-0.4631
LINCSCP_131184	Tamatinib	-0.463
LINCSCP_158608	Lidoflazine	-0.4624
LINCSCP_91	SCHEMBL12187882	-0.4618
LINCSCP_34632	BRD-K92923799-001-01-0	-0.4613
LINCSCP_47458	CHEMBL1624052	-0.4613
LINCSCP_235853	Bithionol	-0.4601
LINCSCP_269782	Clobenpropit	-0.4595
LINCSCP_34330	Alfuzosin	-0.4593
LINCSCP_47384	JNJ-38877605	-0.4576
LINCSCP_310090	ACON1_002471	-0.4562
LINCSCP_5758	Vindesine	-0.4561
LINCSCP_53666	GW 405833	-0.4557
LINCSCP_184484	BRD-K34684441	-0.4549
LINCSCP_1833	ML167	-0.4549
LINCSCP_1967	CHEMDIV1_016684	-0.4534
LINCSCP_4878	MLS000108814	-0.4529
LINCSCP_38058	BRD-K46666779	-0.4528
LINCSCP_49769	AZD-1152HQPA	-0.4522
LINCSCP_27254	BRN 1601185	-0.4516
LINCSCP_34584	DSSTOX_CID_25343	-0.4515
LINCSCP_34660	BRD-K30618791-001-01-9	-0.4513
LINCSCP_161680	Nesbuvir	-0.4506
LINCSCP_9319	Thioridazine	-0.4506
LINCSCP_9069	CHEMBL2362317	-0.4504
LINCSCP_269117	MLS002473428	-0.4502
LINCSCP_48595	BRD-K91461129	-0.4489
LINCSCP_44779	N6-Cyclopentyladenosine	-0.4483
LINCSCP_17916	D-Erythro-MAPP	-0.448
LINCSCP_45628	MLS002699813	-0.4477
LINCSCP_193210	5-Methylfurmethide	-0.4477
LINCSCP_34682	Aripiprazole	-0.4471
LINCSCP_34405	Thioguanosine	-0.4468
LINCSCP_151074	Linsitinib	-0.4452
LINCSCP_160461	ACEXAMIC ACID	-0.4447
LINCSCP_102153	Gimeracil	-0.4439
LINCSCP_281064	SMR000220152	-0.4436
LINCSCP_154438	Latanoprost	-0.4435
LINCSCP_45610	MLS000684370	-0.4423
LINCSCP_7068	UNII-U7RWT9J78O	-0.442
LINCSCP_178655	CHEMBL306319	-0.4419
LINCSCP_90973	Argatroban	-0.4418
LINCSCP_2205	NCGC00170233-01	-0.4416
LINCSCP_7261	Delcorine	-0.4413
LINCSCP_7090	NSC653260	-0.4412
LINCSCP_34564	GNF-PF-2808	-0.4389
LINCSCP_102910	Alectinib	-0.4381
LINCSCP_17857	UB-165	-0.4374
LINCSCP_186772	BRD-K47071092	-0.4366
LINCSCP_27818	BRD-K75368232	-0.4357
LINCSCP_24639	HY-11007	-0.4353
LINCSCP_44893	FGIN1-27	-0.4348
LINCSCP_18378	Pyrazolanthrone	-0.434
LINCSCP_29023	CHEMBL2355554	-0.4339
LINCSCP_223900	1,4-Diamino-2,3-dicyano-1,4-bis(methylthio)butadiene	-0.4336
LINCSCP_29029	SCHEMBL16980374	-0.4335
LINCSCP_227932	Dexamethasone	-0.4327
LINCSCP_45597	KUC104491N	-0.4324
LINCSCP_9254	MLS000038106	-0.4316
LINCSCP_48196	BRD-K63158888	-0.4315
LINCSCP_1076	SMR001318077	-0.4305
LINCSCP_48807	BRD-K63157607	-0.4303
LINCSCP_25909	MLS000082430	-0.4296
LINCSCP_9284	Cucurbitacin-I	-0.4295
LINCSCP_46159	Tropisetron HCl	-0.4295
LINCSCP_5645	AC1LDAF7	-0.429
LINCSCP_24841	Linifanib	-0.4285
LINCSCP_99428	Enzastaurin	-0.4283
LINCSCP_27285	Ascorbic-acid	-0.4281
LINCSCP_47788	Esatenolol	-0.4275
LINCSCP_38809	BRD-K72490684	-0.427
LINCSCP_124875	Cediranib	-0.4262
LINCSCP_127623	Malotilate	-0.4257
LINCSCP_31490	CHEMBL1436973	-0.4249
LINCSCP_18598	KBIO2_003002	-0.4247
LINCSCP_46245	ST056792	-0.4238
LINCSCP_30786	DG-041	-0.4236
LINCSCP_253391	BRD-K85605624	-0.4234
LINCSCP_2167	KUC106502N	-0.4229
LINCSCP_7091	Amodiaquine	-0.4226
LINCSCP_34545	Avermectin	-0.4218
LINCSCP_250615	Chaetocin	-0.4217
LINCSCP_152991	Disopyramide	-0.4212
LINCSCP_48613	BRD-K26119753	-0.4206
LINCSCP_252072	331771-20-1	-0.4195
LINCSCP_7021	Raclopride	-0.4191
LINCSCP_130660	PIK-93	-0.4191
LINCSCP_3579	BRD-K47512679	-0.4189
LINCSCP_48903	BRD-K02375958	-0.4187
LINCSCP_2753	SKF 81297	-0.4181
LINCSCP_16516	AC1O52XK	-0.4176
LINCSCP_6168	ON-01910	-0.4175
LINCSCP_4223	PAC-1	-0.4172
LINCSCP_17908	Sericetin	-0.4168
LINCSCP_36938	XMD15-27	-0.4163
LINCSCP_7903	CHEMBL2135537	-0.4153
LINCSCP_34421	SPBIO_002239	-0.4149
LINCSCP_53673	COT-10B	-0.4147
LINCSCP_250213	BG-51	-0.4147
LINCSCP_36884	AT 7867	-0.4146
LINCSCP_37061	HEMICHOLINIUM-3	-0.4142
LINCSCP_3518	BRD-K07907451	-0.4141
LINCSCP_34594	BRD-K40476324-001-01-6	-0.4137
LINCSCP_7596	CGP-53353	-0.4134
LINCSCP_44375	JWH-015	-0.4131
LINCSCP_48921	BRD-K13679108	-0.413
LINCSCP_25649	PS-1145	-0.413
LINCSCP_192365	SRC Kinase Inhibitor II	-0.4127
LINCSCP_31071	MLS001065912	-0.4127
LINCSCP_178661	Doxylamine	-0.4126
LINCSCP_26883	AKT Inhibitor V, Triciribine	-0.4124
LINCSCP_5755	Clofazimine	-0.4123
LINCSCP_6893	CHEMBL3188521	-0.4121
LINCSCP_154363	Tipranavir	-0.4117
LINCSCP_49048	MLS003129415	-0.4115
LINCSCP_48210	BRD-K82637111	-0.4114
LINCSCP_18625	Enrofloxacin	-0.4111
LINCSCP_166633	(+)-Timolol	-0.411
LINCSCP_32347	STK568087	-0.4105
LINCSCP_53692	Quiflapon	-0.4103
LINCSCP_44146	GSK 3BETA Inhibitor VIII	-0.41
LINCSCP_191747	LE-135	-0.4095
LINCSCP_9082	BRD-K80400482	-0.4093
LINCSCP_186620	BRD-K72620090	-0.4093
LINCSCP_28930	Fccp	-0.4086
LINCSCP_17719	Capsaicin	-0.4074
LINCSCP_154128	SPARFLOXACIN	-0.4073
LINCSCP_101231	SAQUINAVIR MESYLATE	-0.4072
LINCSCP_7007	CHEBI:48565	-0.4069
LINCSCP_1519	BAS 07529539	-0.4068
LINCSCP_8988	BRD-K02409808	-0.4065
LINCSCP_46123	Methyltestosterone	-0.4064
LINCSCP_8050	YL-54	-0.4063
LINCSCP_48911	BRD-K08614872	-0.4062
LINCSCP_101232	Nicardipine	-0.4062
LINCSCP_231777	BRD-K46998548	-0.4057
LINCSCP_460	Resmethrin	-0.4052
LINCSCP_159974	Triclabendazole	-0.404
LINCSCP_6128	SPB02303	-0.4038
LINCSCP_102102	PD123319	-0.4034
LINCSCP_50745	BIBR-1532	-0.4033
LINCSCP_9104	BRD-K98945308	-0.4032
LINCSCP_32316	T6129388	-0.4032
LINCSCP_74317	Acivicin	-0.403
LINCSCP_179423	IN1304	-0.4026
LINCSCP_3570	BRD-K41700431	-0.4025
LINCSCP_48690	BRD-K51166678-019-01-3	-0.4024
LINCSCP_135927	BMS-794833	-0.4022
LINCSCP_5143	CHEMBL1555451	-0.4022
LINCSCP_36267	SMR000162699	-0.4018
LINCSCP_4308	PRESTWICK3_000646	-0.4018
LINCSCP_27995	CHEMBL3185581	-0.401
LINCSCP_17881	SKF-77434	-0.4008
LINCSCP_3547	BRD-K23985857	-0.4006
LINCSCP_152784	(8Xi,11beta,14xi,16beta)-21-Chloro-9-fluoro-11-hydroxy-16-methyl-3,20-dioxopregna-1,4-dien-17-yl propanoate	-0.4005
LINCSCP_44139	WHI-P154	-0.4001
LINCSCP_3655	BRD-K96477379	-0.3998
LINCSCP_7012	Cyclosporin A	-0.399
LINCSCP_28002	BRD-K78586486	-0.3989
LINCSCP_191712	Pinacidil	-0.3987
LINCSCP_30170	NSC25485	-0.3986
LINCSCP_53708	PD-98059	-0.3985
LINCSCP_200915	BRD-K21374126	-0.3983
LINCSCP_19218	Rolipram	-0.3982
LINCSCP_3565	BRD-K37650321	-0.3981
LINCSCP_44243	Endecaphyllin X	-0.398
LINCSCP_166435	CEP-701	-0.398
LINCSCP_205485	KUC105208 KUC105208N	-0.3979
LINCSCP_282980	AC1M52QF	-0.3976
LINCSCP_227869	SCHEMBL10015911	-0.3974
LINCSCP_268208	ZINC04171744	-0.3971
LINCSCP_102051	Methylnaltrexone (Bromide)	-0.397
LINCSCP_150849	Dovitinib	-0.3967
LINCSCP_3581	BRD-K48222931	-0.3963
LINCSCP_277949	BRD-K63494246	-0.396
LINCSCP_161504	Ibutilide	-0.3959
LINCSCP_456	Hyoscyamine	-0.3953
LINCSCP_179772	Hippeastrine	-0.3948
LINCSCP_3626	BRD-K79102010	-0.3947
LINCSCP_28936	U 0126	-0.3945
LINCSCP_4995	CHEMBL567331	-0.3942
LINCSCP_25637	32703-82-5	-0.3941
LINCSCP_18454	Aloisine A	-0.394
LINCSCP_32282	CHEMDIV3_007370	-0.3934
LINCSCP_48514	MLS003128748	-0.3932
LINCSCP_1071	CHEMBL1406616	-0.3931
LINCSCP_3422	BRD-K42702351	-0.3931
LINCSCP_103093	Riluzole	-0.3919
LINCSCP_6882	Oxibendazole	-0.3914
LINCSCP_200941	BRD-K36333904	-0.391
LINCSCP_103482	Pregnenolone	-0.3909
LINCSCP_3644	BRD-K89961851	-0.3908
LINCSCP_8017	BRD-K04733502	-0.3904
LINCSCP_7478	Vinpocetine	-0.3903
LINCSCP_24534	sorafenib	-0.3901
LINCSCP_79370	Ulipristal	-0.39
LINCSCP_154210	LCL161	-0.3899
LINCSCP_34415	Cephalexin	-0.3894
LINCSCP_7086	BRD-K86727142-001-06-6	-0.3893
LINCSCP_158393	BRD-A43331270-001-01-6	-0.3891
LINCSCP_235901	Dephostatin	-0.3885
LINCSCP_273044	Methimazole	-0.3885
LINCSCP_114977	Fedratinib	-0.388
LINCSCP_166412	Thiocolchicoside	-0.388
LINCSCP_2198	AC1LGCD9	-0.3879
LINCSCP_493	Eugenol	-0.3875
LINCSCP_47777	Verteporfin	-0.3874
LINCSCP_2242	JW-7-24-1	-0.3873
LINCSCP_4458	AC1NXRFO	-0.3868
LINCSCP_43989	O-2050	-0.3867
LINCSCP_8909	BRD-K36796217	-0.3867
LINCSCP_136271	Aspirin	-0.3866
LINCSCP_102724	Merimepodib	-0.3865
LINCSCP_244462	Methiazole	-0.3864
LINCSCP_176678	Paroxetine	-0.3864
LINCSCP_14015	Pentosalen	-0.386
LINCSCP_1088	SMR001318079	-0.3859
LINCSCP_310202	ST51005413	-0.3858
LINCSCP_17674	RO-281675	-0.3856
LINCSCP_2722	Semaxanib	-0.3852
LINCSCP_47474	Allantoin	-0.3848
LINCSCP_28997	ST076228	-0.3847
LINCSCP_46172	2-Chloroadenosine	-0.3844
LINCSCP_282900	AC1MSUFC	-0.3843
LINCSCP_46321	Tunicamycin From Streptomyces Sp.	-0.3841
LINCSCP_5013	MLS002276502	-0.3841
LINCSCP_48286	BRD-K13807179	-0.3839
LINCSCP_189504	CID-2858522	-0.3838
LINCSCP_9008	BRD-K23958338	-0.3835
LINCSCP_109923	Pazopanib	-0.3834
LINCSCP_1448	MLS002264477	-0.3832
LINCSCP_4504	MST-312	-0.383
LINCSCP_192611	Talampicillin	-0.3827
LINCSCP_82244	Entinostat	-0.3823
LINCSCP_9698	KU0060648	-0.3823
LINCSCP_277801	BRD-K06188347	-0.3822
LINCSCP_102702	Norethindrone Acetate	-0.3822
LINCSCP_25103	GSK-2334470	-0.3821
LINCSCP_45958	AC1MF5KH	-0.3817
LINCSCP_151588	KW-2449	-0.3817
LINCSCP_38211	SA-102042	-0.3814
LINCSCP_48971	CHEMBL2358397	-0.3814
LINCSCP_24540	Palbociclib	-0.3813
LINCSCP_35090	BRD-K01193369	-0.3813
LINCSCP_153444	IB-MECA	-0.3812
LINCSCP_40388	IMD-0354	-0.3811
LINCSCP_7097	Riboflavin	-0.381
LINCSCP_158385	BRD-A69951442-001-01-3	-0.3808
LINCSCP_137845	Cisapride	-0.3805
LINCSCP_152771	Josamycin	-0.3804
LINCSCP_82422	Rabusertib	-0.3804
LINCSCP_28994	BRD-K47977047-001-01-2	-0.3798
LINCSCP_33883	BRD-K57200229-001-01-6	-0.3797
LINCSCP_80151	Mercaptopurine	-0.3796
LINCSCP_38243	CHEMBL2361406	-0.3794
LINCSCP_160226	Nicaraven	-0.3792
LINCSCP_45732	MLS003337121	-0.3788
LINCSCP_228036	BRD-K90543092-001-01-2	-0.3787
LINCSCP_267725	EXO-1	-0.3784
LINCSCP_9066	BRD-K63455741	-0.3784
LINCSCP_179812	RS-102,221	-0.3784
LINCSCP_30175	Selamectin	-0.378
LINCSCP_46091	Etoposide	-0.3776
LINCSCP_16269	BAS 00535043	-0.3775
LINCSCP_37373	CHEMBL179288	-0.3775
LINCSCP_18638	Tamoxifen	-0.3774
LINCSCP_25529	LY 2183240	-0.3773
LINCSCP_114360	GSK-J2	-0.3771
LINCSCP_73622	FK 866	-0.3766
LINCSCP_153007	Hydroxyprogesterone Caproate	-0.3759
LINCSCP_81125	PHA-665752	-0.3757
LINCSCP_243815	Dequalinium	-0.3757
LINCSCP_543	GR-135531	-0.3754
LINCSCP_158697	penicillin	-0.3754
LINCSCP_243339	Mebeverine	-0.3751
LINCSCP_176636	NU-7026	-0.3751
LINCSCP_45689	KUC104140	-0.375
LINCSCP_151741	Quizartinib	-0.375
LINCSCP_38026	BRD-K30393343	-0.3747
LINCSCP_82378	BRD-A01645196	-0.3747
LINCSCP_186615	BRD-K70697816	-0.3747
LINCSCP_24608	MLN-8054	-0.3743
LINCSCP_28921	CHEMBL2354536	-0.374
LINCSCP_201813	Veliparib	-0.3738
LINCSCP_72011	Dacarbazine	-0.3737
LINCSCP_235944	SCHEMBL3363896	-0.3736
LINCSCP_48178	BRD-K18241892	-0.3735
LINCSCP_1644	CID 46937243	-0.3735
LINCSCP_9040	CHEMBL3182128	-0.3734
LINCSCP_9090	BRD-K88373420	-0.3734
LINCSCP_254368	SA-1458902	-0.3734
LINCSCP_28958	SA-1973507	-0.3733
LINCSCP_49055	BRD-K94034047	-0.3732
LINCSCP_242444	CHEMBL1966597	-0.3727
LINCSCP_28990	CHEMBL2136392	-0.3726
LINCSCP_28914	BRD-K03113036-001-01-9	-0.3725
LINCSCP_37978	SKF96365	-0.3723
LINCSCP_19736	VU0405172-2	-0.3723
LINCSCP_29060	BRD-K81164606-001-01-7	-0.3722
LINCSCP_48463	CHEMBL2361787	-0.3721
LINCSCP_243726	Niclosamide	-0.3721
LINCSCP_18858	Thiotepa	-0.3716
LINCSCP_19716	MLS002276503	-0.3714
LINCSCP_28316	BRD-K95208083	-0.3711
LINCSCP_44530	Penitrem A	-0.371
LINCSCP_24524	SCHEMBL1564574	-0.3709
LINCSCP_24539	WH-4-023	-0.3706
LINCSCP_74345	Pentamidine	-0.3698
LINCSCP_266952	SPECTRUM_001092	-0.3698
LINCSCP_2719	6-Methoxy-harmalan	-0.3698
LINCSCP_176466	Sulfaphenazole	-0.3697
LINCSCP_419	Methixene	-0.3695
LINCSCP_179920	BRD-A38898897	-0.3695
LINCSCP_167007	BUDIPINE	-0.3693
LINCSCP_5966	BRD-K69406317-001-01-8	-0.3693
LINCSCP_154255	Naringenin	-0.3691
LINCSCP_9092	BRD-K89824424	-0.3689
LINCSCP_240677	Prazosin	-0.3688
LINCSCP_66949	Trichostatin A, Streptomyces Sp.	-0.3686
LINCSCP_47592	Closantel	-0.3683
LINCSCP_81209	Seliciclib	-0.3681
LINCSCP_32016	NCGC00172397-01	-0.3681
LINCSCP_20045	MEGXP0_000860	-0.368
LINCSCP_30230	Salsolinol	-0.3677
LINCSCP_38286	BRD-K15392449	-0.3677
LINCSCP_48857	CHEMBL2356746	-0.3674
LINCSCP_33806	AK-968/41923934	-0.3672
LINCSCP_47396	YL-59	-0.3667
LINCSCP_37843	AC1NUE3V	-0.3663
LINCSCP_81277	TWS 119	-0.3662
LINCSCP_31250	CHEMBL3184446	-0.3662
LINCSCP_17865	AC1NPD0F	-0.3661
