ID_geneid	Name_GeneSymbol	Value_LogDiffExp	Significance_pvalue
1062	CENPE	1.424739016	3.69e-68
10051	SMC4	1.106151066	5.06e-57
9928	KIF14	1.087711951	5.97e-42
7153	TOP2A	0.765894283	1.79e-30
672	BRCA1	0.827143098	1.34e-24
11073	TOPBP1	0.528086727	8.36e-24
23224	SYNE2	0.801458718	8.94e-22
7398	USP1	0.567844426	5.87e-19
983	CDK1	0.785338182	9.01e-17
9738	CCP110	0.680165685	1.86e-13
5108	PCM1	0.60278298	2.08e-13
329	BIRC2	0.587119274	3.54e-13
8520	HAT1	0.518036426	3.89e-13
3895	KTN1	0.747159428	2e-12
23161	SNX13	0.603690093	2.84e-12
9126	SMC3	0.727793966	6.53e-12
23325	WASHC4	0.800309997	2.5e-11
9134	CCNE2	0.685123156	7.95e-11
1385	CREB1	0.543734548	4.02e-10
4154	MBNL1	0.803048172	6.01e-10
23271	CAMSAP2	0.541426914	8.84e-10
10153	CEBPZ	0.611002239	2.75e-9
5290	PIK3CA	0.612884066	4.26e-9
8091	HMGA2	0.688121052	1.04e-8
30836	DNTTIP2	0.552084287	1.47e-8
178	AGL	0.622303844	1.67e-8
1021	CDK6	0.514741202	2.46e-8
10150	MBNL2	0.666998376	4.08e-8
8204	NRIP1	0.663592602	4.88e-8
727	C5	0.603651118	1.05e-7
466	ATF1	0.576329491	1.48e-7
701	BUB1B	0.514951132	2.3e-7
23512	SUZ12	0.584180966	2.66e-7
4208	MEF2C	0.786785906	4.01e-7
23443	SLC35A3	0.671968412	8.4e-7
5925	RB1	0.570802003	1.98e-6
51203	NUSAP1	0.519209001	4.02e-6
1633	DCK	0.57112314	7.46e-6
22841	RAB11FIP2	0.609637992	6.65e-5
6990	DYNLT3	0.570248522	0.001840739
