Name_GeneSymbol	Value_LogDiffExp
ABCB6	-2.7147
ABHD4	-1.0334
ACOT9	-1.5023
AKR7A2	-0.8653
AMDHD2	-1.016
ARFIP2	-1.2429
ATP1B1	-1.2068
ATP2C1	-1.5126
B4GAT1	-1.3231
BCL7B	-1.0513
BHLHE40	-0.8547
BLMH	-1.184
BNIP3	-0.906
C2CD2	-1.1706
C2CD5	-1.0741
CANT1	-0.9696
CASC3	-0.9548
CCDC86	-1.5668
CCDC92	-0.9358
CCNE2	-0.9833
CD320	-2.2523
CDK19	-2.229
CHERP	-1.0322
CHP1	-1.1165
CIRBP	-0.8643
CLTB	-0.898
CNDP2	-0.958
COPB2	-0.8841
CREG1	-1.052
CSRP1	-2.0866
CTSL	-0.9759
CYB561	-1.556
DAG1	-1.0877
DCTD	-0.8529
DHRS7	-1.4818
DHX29	-1.1344
DNTTIP2	-1.594
DPH2	-1.028
EML3	-1.0607
ENOPH1	-2.1423
ERBB2	-1.7877
ETFB	-1.0029
FAM57A	-1.3994
FASTKD5	-0.931
FIS1	-1.0532
FOSL1	-0.9023
FOXJ3	-0.9784
FOXO3	-1.1772
FZD7	-0.8918
GATA2	-1.121
GNPDA1	-0.9676
GPATCH8	-1.302
HDAC2	-1.5482
HDAC6	-1.5267
HEBP1	-1.3083
HK1	-1.0872
HMGCS1	-1.2239
HSD17B10	-1.4712
ICMT	-0.9739
ID2	-1.1984
IFRD2	-2.3637
IGFBP3	-2.6636
ITFG1	-0.9486
ITGB1BP1	-2.2185
JMJD6	-1.245
KCTD5	-0.9138
KDM3A	-1.3851
LBR	-0.857
LIG1	-0.9324
LRPAP1	-0.9066
MAP3K4	-1.3431
MBOAT7	-1.1569
MFSD10	-0.9211
MLEC	-1.2218
MRPS2	-1.7099
MTA1	-0.9475
MYC	-1.0194
NET1	-0.8585
NFKBIA	-1.1628
NISCH	-0.9621
NRIP1	-0.897
NUDCD3	-0.8973
NUP88	-1.3013
P4HTM	-1.5401
PAK4	-1.4729
PCBD1	-0.8542
PCCB	-0.9841
PCNA	-0.9664
PFKL	-1.0115
PIN1	-0.9586
PIP4K2B	-1.7866
PLS1	-1.1001
PNKP	-0.9408
PRKCD	-0.9245
PRUNE	-1.2291
PSMB8	-0.9538
PSMD10	-2.7094
PTPN12	-1.0266
PWP1	-1.0009
RASA1	-1.0089
RHOA	-1.014
RNMT	-1.3993
RNPS1	-0.9284
RRP1B	-0.9404
RRP8	-0.8866
SACM1L	-1.5665
SENP6	-2.2144
SGCB	-1.1102
SLC2A6	-1.4905
SLC35B1	-1.0717
SLC35F2	-1.4115
SMARCC1	-0.8646
SMARCD2	-1.2278
SNX6	-0.9306
SPEN	-0.8683
ST7	-0.9939
STK25	-0.8927
STMN1	-1.2967
STUB1	-1.4808
STX1A	-1.1332
STXBP1	-0.8969
SYPL1	-1.2506
TARBP1	-3.0474
TCEA2	-0.8829
TIMM9	-1.0931
TLE1	-0.8882
TM9SF3	-1.7654
TMED10	-1.2185
TMEM109	-1.3196
TPM1	-0.9784
TRAPPC3	-1.1665
TSKU	-1.0252
TSPAN6	-1.0341
UBE3C	-1.1582
UGDH	-1.6972
USP7	-0.9306
VAPB	-1.1897
VDAC1	-2.0351
VGLL4	-1.2702
VPS28	-1.3347
YTHDF1	-0.8893
ZDHHC6	-1.2594
ZNF451	-1.3731
ZW10	-2.5498
