Name_GeneSymbol	Value_LogDiffExp	Significance_pvalue
RAI14	-3.1135050090960146	8.115989292381361e-4
PTGS2	-3.0906752139897877	0.006341660760771718
IGFBP3	-2.7104059114867196	0.009529345356927316
GATA2	-2.687634388442845	0.012154669504694498
SNX7	-2.5545146874891977	0.012771703813051172
FGFR2	-2.3645274854207248	0.03195646862151644
GATA3	-2.2764772649649747	0.002186947117980018
PRSS23	-2.244033909389216	5.830576049334127e-4
SFN	-2.025420378390508	0.014349598317075048
IL1B	-1.9606468185490118	0.03763558328779862
IER3	-1.9036308968596127	0.09780821633777852
HLA-DMA	-1.8562325549731962	0.11286257544751711
GSTM2	-1.6335515506079494	0.006790540073812976
RBKS	-1.6246254838842662	0.04019697464793839
ARL4C	-1.6036564031808516	6.859240502571323e-4
KIT	-1.5997806990811017	0.020693452489037686
KIF5C	-1.5265626657077216	0.014699834938783614
ADGRG1	-1.4269699242369729	0.01880715434053901
ERBB2	-1.3453552808589293	0.003930208543026603
DSG2	-1.2962981542969043	0.11738088913655126
CBR3	-1.2838422221060646	0.1394831289700299
INPP4B	-1.272975081351941	0.04003245496935477
ARID4B	-1.2165060035835848	0.0037241121324324907
RGS2	-1.198685313452712	0.10973235496428593
PSIP1	-1.1943221149843388	0.037905929436775045
EVL	-1.1821487359868	0.08493847185831493
DNAJB1	-1.1741230788855195	0.013858348613708958
ETS1	-1.1659496753511895	0.010911643318833222
PRKCQ	-1.159531933976299	0.01685393338888991
CDK7	-1.1595235918514994	0.14585708751873858
PRKCH	-1.1190919168281417	0.02160776716834995
CD320	-1.1015232544538125	0.06494608357528897
JADE2	-1.0941962393470162	0.04619036734790857
SORBS3	-1.0860488267435842	0.04203624711694183
CDC25B	-1.067499002051209	0.12007104115516033
ERBB3	-1.032065967520978	0.22463768089055958
PMAIP1	-1.027053440900074	0.03168076540553333
SYNE2	-1.0002659626429735	0.0803395154635498
