signatureid	compound	similarity
LINCSCP_37950	CHEMBL2140610	-0.4135
LINCSCP_55885	ST50411348	-0.412
LINCSCP_110777	Tanaproget	-0.4112
LINCSCP_49647	CHEMBL2356537	-0.4016
LINCSCP_41103	BRD-K44242139	-0.3985
LINCSCP_154020	KW-2449	-0.3963
LINCSCP_146490	PCI-32765	-0.3937
LINCSCP_58205	Methandriol	-0.3927
LINCSCP_41604	Piceatannol	-0.3921
LINCSCP_65948	BRD-K26370510	-0.391
LINCSCP_64660	CHEMBL2355121	-0.3905
LINCSCP_10933	CHEMBL3185054	-0.39
LINCSCP_289626	Mifepristone	-0.3899
LINCSCP_310763	Mibefradil	-0.3899
LINCSCP_99726	Sorafenib	-0.3897
LINCSCP_48439	BRD-K41700431	-0.3876
LINCSCP_41082	BRD-K15973523	-0.3862
LINCSCP_65264	BRD-K33218708	-0.3862
LINCSCP_60688	MLS003129281	-0.3861
LINCSCP_64721	BRD-K93219845	-0.385
LINCSCP_65593	BRD-K17530818	-0.3844
LINCSCP_161516	Etravirine (TMC125)	-0.3835
LINCSCP_57230	16,16-Dimethyl prostaglandin e2	-0.3828
LINCSCP_58991	NCGC00092314-01	-0.3813
LINCSCP_106601	BIIB 021	-0.3788
LINCSCP_65285	BRD-K43683841	-0.3787
LINCSCP_25365	RO-316233	-0.3783
LINCSCP_65370	BRD-K93156709	-0.3762
LINCSCP_60558	BRD-K44541805-001-01-1	-0.3759
LINCSCP_41429	BSPBIO_001592	-0.3755
LINCSCP_54999	BML-259	-0.3748
LINCSCP_56232	Androstenedone	-0.3744
LINCSCP_11064	Masitinib	-0.373
LINCSCP_299300	BRD-K88495921	-0.3729
LINCSCP_312527	BRD-K73434853	-0.3722
LINCSCP_60683	BRD-K45843042	-0.3717
LINCSCP_38711	Raloxifene	-0.3717
LINCSCP_32078	SAN1_003817	-0.3709
LINCSCP_63413	BRD-K85724483	-0.37
LINCSCP_37656	CHEMBL2135770	-0.369
LINCSCP_135860	LY2784544	-0.3678
LINCSCP_55945	Mefexamide	-0.3673
LINCSCP_41323	SCHEMBL13586708	-0.3667
LINCSCP_45453	MLS003153123	-0.3661
LINCSCP_56523	L-755,507	-0.3658
LINCSCP_64672	BRD-K53223020	-0.3655
LINCSCP_65644	CHEMBL2357805	-0.3647
LINCSCP_1024	4-(3-Ethyl[1,2,4]triazolo[3,4-b][1,3,4]thiadiazol-6-yl)aniline	-0.3644
LINCSCP_10897	CHEMBL2133868	-0.3644
LINCSCP_166940	ARTESUNATE	-0.3642
LINCSCP_64249	CHEMBL2355935	-0.3633
LINCSCP_61200	BRD-K16172779	-0.3622
LINCSCP_222184	BRD-K64877338	-0.3621
LINCSCP_19239	Salermide	-0.362
LINCSCP_59490	Medrysone	-0.3615
LINCSCP_157490	AT13387	-0.3611
LINCSCP_61508	BRD-K92441219	-0.3606
LINCSCP_160934	CEP-37440	-0.3605
LINCSCP_250650	3,7-Bis(dimethylamino)phenothiazin-5-ium	-0.3594
LINCSCP_38525	AZD-1152-HQPA	-0.3588
LINCSCP_41327	Nimodipine	-0.3581
LINCSCP_44912	MST-312	-0.3576
LINCSCP_146993	AZ20	-0.3574
LINCSCP_283817	AC1MGPVN	-0.3567
LINCSCP_153271	LY2874455	-0.3563
LINCSCP_35846	Withaferin A	-0.3562
LINCSCP_65201	BRD-K02290471	-0.3554
LINCSCP_33062	CHEMBL299879	-0.3551
LINCSCP_35370	CHEMBL2358276	-0.355
LINCSCP_52200	AC1LPE6W	-0.3546
LINCSCP_158183	R547	-0.3546
LINCSCP_114275	Anacardic acid	-0.354
LINCSCP_59508	Carbamazepine	-0.3538
LINCSCP_35030	BRD-K53475565	-0.3532
LINCSCP_161720	Momelotinib	-0.3532
LINCSCP_141904	Quisinostat	-0.353
LINCSCP_58079	Zileuton	-0.3525
LINCSCP_60689	BRD-K52371706	-0.352
LINCSCP_10118	Apatinib Hydrochloride	-0.3518
LINCSCP_139419	CEP-18770 (Delanzomib)	-0.3512
LINCSCP_58826	SU 11274	-0.3506
LINCSCP_83267	Osimertinib	-0.3504
LINCSCP_308381	BRD-K15232561	-0.3499
LINCSCP_111752	BRD-K01425431	-0.3497
LINCSCP_41650	CHEMBL2359871	-0.3495
LINCSCP_55887	AC1NWAOX	-0.3493
LINCSCP_129042	triptolide	-0.3491
LINCSCP_9530	AC1MJ3VH	-0.349
LINCSCP_11878	SB590885	-0.3485
LINCSCP_312546	BRD-K54127914-019-01-6	-0.3481
LINCSCP_13251	CCG-208137	-0.348
LINCSCP_34503	Aprepitant	-0.3477
LINCSCP_161912	Mercaptopurine	-0.3476
LINCSCP_312275	BRD-K17897186	-0.3473
LINCSCP_58063	CID 27806705	-0.3471
LINCSCP_19420	STK178014	-0.3459
LINCSCP_64215	BRD-K73737710	-0.3457
LINCSCP_162734	Netupitant	-0.345
LINCSCP_129326	GW620972X	-0.345
