SignatureId	Perturbagen	GeneTargets	Concentration	CellLine	Time	is_exemplar
LINCSCP_100396	Idelalisib	PIK3CD|PIK3CG	10uM	HCC515	24h	
LINCSCP_100397	Idelalisib	PIK3CD|PIK3CG	3.33uM	HCC515	24h	
LINCSCP_100398	Idelalisib	PIK3CD|PIK3CG	1.11uM	HCC515	24h	
LINCSCP_100399	Idelalisib	PIK3CD|PIK3CG	0.37uM	HCC515	24h	
LINCSCP_100400	Idelalisib	PIK3CD|PIK3CG	0.12uM	HCC515	24h	
LINCSCP_105975	Idelalisib	PIK3CD|PIK3CG	10uM	HELA	24h	
LINCSCP_105976	Idelalisib	PIK3CD|PIK3CG	3.33uM	HELA	24h	
LINCSCP_105979	Idelalisib	PIK3CD|PIK3CG	0.12uM	HELA	24h	
LINCSCP_105980	Idelalisib	PIK3CD|PIK3CG	0.04uM	HELA	24h	
LINCSCP_112229	Idelalisib	PIK3CD|PIK3CG	10uM	HEPG2	24h	
LINCSCP_112230	Idelalisib	PIK3CD|PIK3CG	3.33uM	HEPG2	24h	
LINCSCP_112231	Idelalisib	PIK3CD|PIK3CG	1.11uM	HEPG2	24h	
LINCSCP_112232	Idelalisib	PIK3CD|PIK3CG	0.37uM	HEPG2	24h	
LINCSCP_112233	Idelalisib	PIK3CD|PIK3CG	0.12uM	HEPG2	24h	
LINCSCP_112234	Idelalisib	PIK3CD|PIK3CG	0.04uM	HEPG2	24h	
LINCSCP_114001	Idelalisib	PIK3CD|PIK3CG	10uM	HME1	24h	
LINCSCP_114003	Idelalisib	PIK3CD|PIK3CG	1.11uM	HME1	24h	
LINCSCP_117187	Idelalisib	PIK3CD|PIK3CG	10uM	HT29	24h	
LINCSCP_117188	Idelalisib	PIK3CD|PIK3CG	3.33uM	HT29	24h	
LINCSCP_117189	Idelalisib	PIK3CD|PIK3CG	1.11uM	HT29	24h	
LINCSCP_117190	Idelalisib	PIK3CD|PIK3CG	0.37uM	HT29	24h	
LINCSCP_117191	Idelalisib	PIK3CD|PIK3CG	0.12uM	HT29	24h	
LINCSCP_117192	Idelalisib	PIK3CD|PIK3CG	0.04uM	HT29	24h	
LINCSCP_122770	Idelalisib	PIK3CD|PIK3CG	10uM	HT29	24h	
LINCSCP_122775	Idelalisib	PIK3CD|PIK3CG	0.04uM	HT29	24h	
LINCSCP_128296	Idelalisib	PIK3CD|PIK3CG	10uM	HUES3	24h	
LINCSCP_128297	Idelalisib	PIK3CD|PIK3CG	3.33uM	HUES3	24h	
LINCSCP_128298	Idelalisib	PIK3CD|PIK3CG	1.11uM	HUES3	24h	
LINCSCP_128299	Idelalisib	PIK3CD|PIK3CG	0.37uM	HUES3	24h	
LINCSCP_128300	Idelalisib	PIK3CD|PIK3CG	0.12uM	HUES3	24h	
LINCSCP_128301	Idelalisib	PIK3CD|PIK3CG	0.04uM	HUES3	24h	
LINCSCP_128649	Idelalisib	PIK3CD|PIK3CG	10uM	HUVEC	24h	
LINCSCP_128651	Idelalisib	PIK3CD|PIK3CG	1.11uM	HUVEC	24h	
LINCSCP_129697	Idelalisib	PIK3CD|PIK3CG	10uM	JURKAT	24h	
LINCSCP_129698	Idelalisib	PIK3CD|PIK3CG	3.33uM	JURKAT	24h	
LINCSCP_129699	Idelalisib	PIK3CD|PIK3CG	1.11uM	JURKAT	24h	
LINCSCP_133585	Idelalisib	PIK3CD|PIK3CG	10uM	MCF7	24h	
LINCSCP_133586	Idelalisib	PIK3CD|PIK3CG	3.33uM	MCF7	24h	
LINCSCP_133587	Idelalisib	PIK3CD|PIK3CG	1.11uM	MCF7	24h	
LINCSCP_133588	Idelalisib	PIK3CD|PIK3CG	0.37uM	MCF7	24h	
LINCSCP_133589	Idelalisib	PIK3CD|PIK3CG	0.12uM	MCF7	24h	
LINCSCP_133590	Idelalisib	PIK3CD|PIK3CG	0.04uM	MCF7	24h	
LINCSCP_139350	Idelalisib	PIK3CD|PIK3CG	10uM	MCF7	24h	
LINCSCP_139355	Idelalisib	PIK3CD|PIK3CG	0.04uM	MCF7	24h	
LINCSCP_146317	Idelalisib	PIK3CD|PIK3CG	10uM	MNEU.E	24h	
LINCSCP_146318	Idelalisib	PIK3CD|PIK3CG	3.33uM	MNEU.E	24h	
LINCSCP_146319	Idelalisib	PIK3CD|PIK3CG	1.11uM	MNEU.E	24h	
LINCSCP_146320	Idelalisib	PIK3CD|PIK3CG	0.37uM	MNEU.E	24h	
LINCSCP_146321	Idelalisib	PIK3CD|PIK3CG	0.12uM	MNEU.E	24h	
LINCSCP_146661	Idelalisib	PIK3CD|PIK3CG	10uM	NEU	24h	
LINCSCP_146663	Idelalisib	PIK3CD|PIK3CG	1.11uM	NEU	24h	
LINCSCP_146664	Idelalisib	PIK3CD|PIK3CG	0.37uM	NEU	24h	
LINCSCP_146665	Idelalisib	PIK3CD|PIK3CG	0.12uM	NEU	24h	
LINCSCP_146666	Idelalisib	PIK3CD|PIK3CG	0.04uM	NEU	24h	
LINCSCP_147693	Idelalisib	PIK3CD|PIK3CG	10uM	NPC.CAS9	24h	
