SignatureId	Perturbagen	GeneTargets	Concentration	CellLine	Time	is_exemplar
LINCSCP_102518	Maprotiline	SLC6A2	0.04uM	HELA	24h	
LINCSCP_119308	Maprotiline	SLC6A2	1.11uM	HT29	24h	
LINCSCP_135884	Maprotiline	SLC6A2	10uM	MCF7	24h	
LINCSCP_14046	Maprotiline	SLC6A2	10uM	HA1E	24h	0
LINCSCP_14232	Maprotiline	SLC6A2	10uM	HA1E	6h	0
LINCSCP_15024	Maprotiline	SLC6A2	10uM	HA1E	24h	1
LINCSCP_154092	Maprotiline	SLC6A2	10uM	PC3	24h	
LINCSCP_154093	Maprotiline	SLC6A2	3.33uM	PC3	24h	
LINCSCP_154094	Maprotiline	SLC6A2	1.11uM	PC3	24h	
LINCSCP_154095	Maprotiline	SLC6A2	0.37uM	PC3	24h	
LINCSCP_167690	Maprotiline	SLC6A2	10uM	YAPC	24h	
LINCSCP_18226	Maprotiline	SLC6A2	10uM	HCC515	24h	0
LINCSCP_18397	Maprotiline	SLC6A2	10uM	HCC515	6h	0
LINCSCP_23051	Maprotiline	SLC6A2	10uM	HEPG2	6h	0
LINCSCP_238880	Maprotiline	SLC6A2	10uM	MCF7	24h	0
LINCSCP_242055	Maprotiline	SLC6A2	10uM	MCF7	24h	0
LINCSCP_243677	Maprotiline	SLC6A2	10uM	MCF7	6h	0
LINCSCP_25341	Maprotiline	SLC6A2	10uM	HT29	6h	0
LINCSCP_27096	Maprotiline	SLC6A2	10uM	HT29	6h	0
LINCSCP_275	Maprotiline	SLC6A2	10uM	A375	24h	1
LINCSCP_282323	Maprotiline	SLC6A2	10uM	PHH	24h	1
LINCSCP_2871	Maprotiline	SLC6A2	10uM	A375	6h	0
LINCSCP_30354	Maprotiline	SLC6A2	10uM	MCF7	6h	0
LINCSCP_33736	Maprotiline	SLC6A2	10uM	MCF7	6h	0
LINCSCP_34264	Maprotiline	SLC6A2	10uM	MCF7	24h	1
LINCSCP_4333	Maprotiline	SLC6A2	10uM	A549	6h	0
LINCSCP_46081	Maprotiline	SLC6A2	10uM	PC3	24h	0
LINCSCP_47481	Maprotiline	SLC6A2	10uM	PC3	24h	1
LINCSCP_52868	Maprotiline	SLC6A2	10uM	SKB	24h	1
LINCSCP_55954	Maprotiline	SLC6A2	10uM	VCAP	24h	0
LINCSCP_56145	Maprotiline	SLC6A2	10uM	VCAP	6h	0
LINCSCP_56659	Maprotiline	SLC6A2	10uM	VCAP	24h	1
LINCSCP_5728	Maprotiline	SLC6A2	10uM	A549	24h	0
LINCSCP_58121	Maprotiline	SLC6A2	10uM	VCAP	24h	0
LINCSCP_72387	Maprotiline	SLC6A2	10uM	A375	24h	
LINCSCP_72388	Maprotiline	SLC6A2	3.33uM	A375	24h	
LINCSCP_72390	Maprotiline	SLC6A2	0.37uM	A375	24h	
LINCSCP_72391	Maprotiline	SLC6A2	0.12uM	A375	24h	
LINCSCP_72392	Maprotiline	SLC6A2	0.04uM	A375	24h	
LINCSCP_90704	Maprotiline	SLC6A2	10uM	HA1E	24h	
LINCSCP_90705	Maprotiline	SLC6A2	3.33uM	HA1E	24h	
LINCSCP_90709	Maprotiline	SLC6A2	0.04uM	HA1E	24h	
