SignatureId	Perturbagen	GeneTargets	Concentration	CellLine	Time	is_exemplar
LINCSCP_103649	Niclosamide	STAT3	10uM	HELA	24h	
LINCSCP_103650	Niclosamide	STAT3	3.33uM	HELA	24h	
LINCSCP_103651	Niclosamide	STAT3	1.11uM	HELA	24h	
LINCSCP_103652	Niclosamide	STAT3	0.37uM	HELA	24h	
LINCSCP_103653	Niclosamide	STAT3	0.12uM	HELA	24h	
LINCSCP_103654	Niclosamide	STAT3	0.04uM	HELA	24h	
LINCSCP_10375	Niclosamide	STAT3	10uM	A673	6h	1
LINCSCP_10558	Niclosamide	STAT3	10uM	AGS	6h	1
LINCSCP_11554	Niclosamide	STAT3	10uM	ASC	24h	1
LINCSCP_120	Niclosamide	STAT3	10uM	A375	6h	0
LINCSCP_120446	Niclosamide	STAT3	0.37uM	HT29	24h	
LINCSCP_120448	Niclosamide	STAT3	0.04uM	HT29	24h	
LINCSCP_12630	Niclosamide	STAT3	10uM	CORL23	6h	1
LINCSCP_12823	Niclosamide	STAT3	10uM	DV90	6h	1
LINCSCP_12949	Niclosamide	STAT3	10uM	EFO27	6h	1
LINCSCP_13510	Niclosamide	STAT3	10uM	H1299	6h	1
LINCSCP_137022	Niclosamide	STAT3	10uM	MCF7	24h	
LINCSCP_137023	Niclosamide	STAT3	3.33uM	MCF7	24h	
LINCSCP_137024	Niclosamide	STAT3	1.11uM	MCF7	24h	
LINCSCP_137025	Niclosamide	STAT3	0.37uM	MCF7	24h	
LINCSCP_14717	Niclosamide	STAT3	10uM	HA1E	24h	0
LINCSCP_14899	Niclosamide	STAT3	10uM	HA1E	6h	0
LINCSCP_15312	Niclosamide	STAT3	10uM	HA1E	24h	1
LINCSCP_155229	Niclosamide	STAT3	10uM	PC3	24h	
LINCSCP_155230	Niclosamide	STAT3	3.33uM	PC3	24h	
LINCSCP_155231	Niclosamide	STAT3	1.11uM	PC3	24h	
LINCSCP_155232	Niclosamide	STAT3	0.37uM	PC3	24h	
LINCSCP_155233	Niclosamide	STAT3	0.12uM	PC3	24h	
LINCSCP_155234	Niclosamide	STAT3	0.04uM	PC3	24h	
LINCSCP_15589	Niclosamide	STAT3	10uM	HA1E	6h	0
LINCSCP_168829	Niclosamide	STAT3	10uM	YAPC	24h	
LINCSCP_168830	Niclosamide	STAT3	3.33uM	YAPC	24h	
LINCSCP_168831	Niclosamide	STAT3	1.11uM	YAPC	24h	
LINCSCP_18894	Niclosamide	STAT3	10uM	HCC515	24h	1
LINCSCP_19087	Niclosamide	STAT3	10uM	HCC515	6h	0
LINCSCP_19334	Niclosamide	STAT3	10uM	HCC515	24h	0
LINCSCP_19536	Niclosamide	STAT3	10uM	HCC515	6h	0
LINCSCP_207478	Niclosamide	STAT3	10uM	FIBRNPC	24h	1
LINCSCP_21202	Niclosamide	STAT3	10uM	HCT116	6h	1
LINCSCP_21356	Niclosamide	STAT3	10uM	HEC108	6h	1
LINCSCP_21520	Niclosamide	STAT3	10uM	HEPG2	6h	0
LINCSCP_21691	Niclosamide	STAT3	10uM	HEPG2	6h	0
LINCSCP_23065	Niclosamide	STAT3	10uM	HEPG2	6h	0
LINCSCP_243726	Niclosamide	STAT3	10uM	MCF7	6h	0
LINCSCP_250793	Niclosamide	STAT3	0.001uM	MCF7	24h	0
LINCSCP_250794	Niclosamide	STAT3	0.001uM	MCF7	24h	0
LINCSCP_250919	Niclosamide	STAT3	1uM	MCF7	6h	0
LINCSCP_250920	Niclosamide	STAT3	3uM	MCF7	6h	0
LINCSCP_25187	Niclosamide	STAT3	10uM	HT29	6h	0
LINCSCP_253085	Niclosamide	STAT3	0.5uM	MCF7	24h	0
LINCSCP_253307	Niclosamide	STAT3	0.5uM	MCF7	6h	0
