SignatureId	Perturbagen	GeneTargets	Concentration	CellLine	Time	is_exemplar
LINCSCP_17164	BRD-K54343811		0.1uM	HA1E	6h	0
LINCSCP_17165	BRD-K54343811		0.1uM	HA1E	6h	0
LINCSCP_17166	BRD-K54343811		0.5uM	HA1E	6h	0
LINCSCP_17167	BRD-K54343811		0.5uM	HA1E	6h	1
LINCSCP_17333	BRD-K54343811		10uM	HA1E	24h	0
LINCSCP_17334	BRD-K54343811		1.11uM	HA1E	24h	0
LINCSCP_20838	BRD-K54343811		1.11uM	HCC515	24h	1
LINCSCP_212555	BRD-K54343811		0.1uM	HA1E	24h	0
LINCSCP_212677	BRD-K54343811		1uM	HA1E	6h	0
LINCSCP_212678	BRD-K54343811		3uM	HA1E	6h	0
LINCSCP_212679	BRD-K54343811		5uM	HA1E	6h	0
LINCSCP_221815	BRD-K54343811		0.04uM	HEPG2	24h	1
LINCSCP_23874	BRD-K54343811		10uM	HEPG2	24h	0
LINCSCP_23875	BRD-K54343811		1.11uM	HEPG2	24h	0
LINCSCP_250225	BRD-K54343811		0.1uM	MCF7	24h	0
LINCSCP_250226	BRD-K54343811		0.5uM	MCF7	24h	0
LINCSCP_250227	BRD-K54343811		1uM	MCF7	24h	0
LINCSCP_279853	BRD-K54343811		0.5uM	PC3	6h	0
LINCSCP_279854	BRD-K54343811		1uM	PC3	6h	0
LINCSCP_28508	BRD-K54343811		0.37uM	HT29	24h	1
LINCSCP_35516	BRD-K54343811		0.1uM	MCF7	24h	0
LINCSCP_35517	BRD-K54343811		0.5uM	MCF7	24h	0
LINCSCP_35518	BRD-K54343811		10uM	MCF7	24h	0
LINCSCP_35519	BRD-K54343811		5uM	MCF7	24h	1
LINCSCP_35572	BRD-K54343811		10uM	MCF7	6h	0
LINCSCP_38502	BRD-K54343811		10uM	MCF7	24h	0
LINCSCP_3858	BRD-K54343811		10uM	A375	24h	1
LINCSCP_49316	BRD-K54343811		0.5uM	PC3	24h	0
LINCSCP_49317	BRD-K54343811		3uM	PC3	24h	0
LINCSCP_49366	BRD-K54343811		0.5uM	PC3	6h	0
LINCSCP_49367	BRD-K54343811		10uM	PC3	6h	0
LINCSCP_49368	BRD-K54343811		5uM	PC3	6h	1
