SignatureId	Perturbagen	GeneTargets	Concentration	CellLine	Time	is_exemplar
LINCSCP_103997	Nefazodone	HTR2A|HTR2C|SLC6A2|SLC6A4	10uM	HELA	24h	
LINCSCP_103998	Nefazodone	HTR2A|HTR2C|SLC6A2|SLC6A4	3.33uM	HELA	24h	
LINCSCP_104001	Nefazodone	HTR2A|HTR2C|SLC6A2|SLC6A4	0.12uM	HELA	24h	
LINCSCP_120791	Nefazodone	HTR2A|HTR2C|SLC6A2|SLC6A4	10uM	HT29	24h	
LINCSCP_120792	Nefazodone	HTR2A|HTR2C|SLC6A2|SLC6A4	3.33uM	HT29	24h	
LINCSCP_120795	Nefazodone	HTR2A|HTR2C|SLC6A2|SLC6A4	0.12uM	HT29	24h	
LINCSCP_137370	Nefazodone	HTR2A|HTR2C|SLC6A2|SLC6A4	10uM	MCF7	24h	
LINCSCP_137371	Nefazodone	HTR2A|HTR2C|SLC6A2|SLC6A4	3.33uM	MCF7	24h	
LINCSCP_137372	Nefazodone	HTR2A|HTR2C|SLC6A2|SLC6A4	1.11uM	MCF7	24h	
LINCSCP_137373	Nefazodone	HTR2A|HTR2C|SLC6A2|SLC6A4	0.37uM	MCF7	24h	
LINCSCP_14150	Nefazodone	HTR2A|HTR2C|SLC6A2|SLC6A4	10uM	HA1E	24h	0
LINCSCP_14316	Nefazodone	HTR2A|HTR2C|SLC6A2|SLC6A4	10uM	HA1E	6h	1
LINCSCP_155577	Nefazodone	HTR2A|HTR2C|SLC6A2|SLC6A4	3.33uM	PC3	24h	
LINCSCP_155581	Nefazodone	HTR2A|HTR2C|SLC6A2|SLC6A4	0.04uM	PC3	24h	
LINCSCP_169181	Nefazodone	HTR2A|HTR2C|SLC6A2|SLC6A4	0.04uM	YAPC	24h	
LINCSCP_190097	Nefazodone	HTR2A|HTR2C|SLC6A2|SLC6A4	10uM	A549	24h	0
LINCSCP_192333	Nefazodone	HTR2A|HTR2C|SLC6A2|SLC6A4	10uM	A549	24h	0
LINCSCP_22816	Nefazodone	HTR2A|HTR2C|SLC6A2|SLC6A4	10uM	HEPG2	6h	1
LINCSCP_33136	Nefazodone	HTR2A|HTR2C|SLC6A2|SLC6A4	10uM	MCF7	24h	0
LINCSCP_33268	Nefazodone	HTR2A|HTR2C|SLC6A2|SLC6A4	10uM	MCF7	6h	1
LINCSCP_44331	Nefazodone	HTR2A|HTR2C|SLC6A2|SLC6A4	10uM	PC3	6h	1
LINCSCP_56189	Nefazodone	HTR2A|HTR2C|SLC6A2|SLC6A4	10uM	VCAP	6h	1
LINCSCP_7213	Nefazodone	HTR2A|HTR2C|SLC6A2|SLC6A4	10uM	A549	6h	1
LINCSCP_73852	Nefazodone	HTR2A|HTR2C|SLC6A2|SLC6A4	0.12uM	A375	24h	
LINCSCP_73853	Nefazodone	HTR2A|HTR2C|SLC6A2|SLC6A4	0.04uM	A375	24h	
LINCSCP_92189	Nefazodone	HTR2A|HTR2C|SLC6A2|SLC6A4	3.33uM	HA1E	24h	
LINCSCP_92190	Nefazodone	HTR2A|HTR2C|SLC6A2|SLC6A4	1.11uM	HA1E	24h	
LINCSCP_92191	Nefazodone	HTR2A|HTR2C|SLC6A2|SLC6A4	0.37uM	HA1E	24h	
LINCSCP_92192	Nefazodone	HTR2A|HTR2C|SLC6A2|SLC6A4	0.12uM	HA1E	24h	
LINCSCP_92193	Nefazodone	HTR2A|HTR2C|SLC6A2|SLC6A4	0.04uM	HA1E	24h	
