SignatureId	Perturbagen	GeneTargets	Concentration	CellLine	Time	is_exemplar
LINCSCP_10503	Parbendazole	TUBB	0.5uM	AGS	6h	1
LINCSCP_12779	Parbendazole	TUBB	0.5uM	DV90	6h	1
LINCSCP_13449	Parbendazole	TUBB	0.5uM	H1299	6h	1
LINCSCP_15232	Parbendazole	TUBB	0.5uM	HA1E	24h	0
LINCSCP_15525	Parbendazole	TUBB	0.5uM	HA1E	6h	0
LINCSCP_17620	Parbendazole	TUBB	0.5uM	HCC15	6h	1
LINCSCP_19270	Parbendazole	TUBB	0.5uM	HCC515	24h	0
LINCSCP_21156	Parbendazole	TUBB	0.5uM	HCT116	6h	1
LINCSCP_234703	Parbendazole	TUBB	0.5uM	LOVO	6h	1
LINCSCP_244771	Parbendazole	TUBB	10uM	MCF7	6h	0
LINCSCP_253226	Parbendazole	TUBB	0.5uM	MCF7	6h	0
LINCSCP_25451	Parbendazole	TUBB	0.5uM	HT29	24h	0
LINCSCP_25703	Parbendazole	TUBB	0.5uM	HT29	6h	0
LINCSCP_260711	Parbendazole	TUBB	1uM	NKDBA	24h	0
LINCSCP_30464	Parbendazole	TUBB	0.5uM	MCF7	24h	0
LINCSCP_34649	Parbendazole	TUBB	10uM	MCF7	24h	1
LINCSCP_37423	Parbendazole	TUBB	0.5uM	MCF7	24h	0
LINCSCP_37424	Parbendazole	TUBB	10uM	MCF7	24h	0
LINCSCP_37425	Parbendazole	TUBB	1uM	MCF7	24h	0
LINCSCP_37426	Parbendazole	TUBB	3uM	MCF7	24h	0
LINCSCP_37521	Parbendazole	TUBB	10uM	MCF7	6h	1
LINCSCP_37522	Parbendazole	TUBB	1uM	MCF7	6h	0
LINCSCP_37523	Parbendazole	TUBB	3uM	MCF7	6h	0
LINCSCP_39714	Parbendazole	TUBB	0.5uM	MDST8	6h	1
LINCSCP_40298	Parbendazole	TUBB	0.5uM	NCIH596	6h	1
LINCSCP_41782	Parbendazole	TUBB	10uM	NKDBA	24h	1
LINCSCP_41783	Parbendazole	TUBB	3uM	NKDBA	24h	0
LINCSCP_4468	Parbendazole	TUBB	0.5uM	A549	24h	0
LINCSCP_44870	Parbendazole	TUBB	0.5uM	PC3	24h	0
LINCSCP_4691	Parbendazole	TUBB	0.5uM	A549	6h	0
LINCSCP_47881	Parbendazole	TUBB	10uM	PC3	6h	0
LINCSCP_50560	Parbendazole	TUBB	0.5uM	PL21	6h	1
LINCSCP_50739	Parbendazole	TUBB	0.5uM	RKO	6h	1
LINCSCP_52969	Parbendazole	TUBB	0.5uM	SKLU1	6h	1
LINCSCP_53299	Parbendazole	TUBB	0.5uM	SKMEL1	6h	1
LINCSCP_54137	Parbendazole	TUBB	0.5uM	SW620	6h	1
LINCSCP_54468	Parbendazole	TUBB	0.5uM	SW948	6h	1
LINCSCP_54873	Parbendazole	TUBB	0.5uM	THP1	6h	1
LINCSCP_56808	Parbendazole	TUBB	0.5uM	VCAP	24h	0
LINCSCP_57045	Parbendazole	TUBB	0.5uM	VCAP	6h	0
LINCSCP_627	Parbendazole	TUBB	0.5uM	A375	24h	0
LINCSCP_909	Parbendazole	TUBB	0.5uM	A375	6h	0
