SignatureId	Perturbagen	GeneTargets	Concentration	CellLine	Time	is_exemplar
LINCSCP_106334	Mebendazole		10uM	HELA	24h	
LINCSCP_106335	Mebendazole		3.33uM	HELA	24h	
LINCSCP_106336	Mebendazole		1.11uM	HELA	24h	
LINCSCP_106339	Mebendazole		0.04uM	HELA	24h	
LINCSCP_123129	Mebendazole		10uM	HT29	24h	
LINCSCP_123130	Mebendazole		3.33uM	HT29	24h	
LINCSCP_123131	Mebendazole		1.11uM	HT29	24h	
LINCSCP_123132	Mebendazole		0.37uM	HT29	24h	
LINCSCP_139710	Mebendazole		10uM	MCF7	24h	
LINCSCP_139711	Mebendazole		3.33uM	MCF7	24h	
LINCSCP_139712	Mebendazole		1.11uM	MCF7	24h	
LINCSCP_139714	Mebendazole		0.12uM	MCF7	24h	
LINCSCP_139715	Mebendazole		0.04uM	MCF7	24h	
LINCSCP_14129	Mebendazole		10uM	HA1E	24h	0
LINCSCP_14300	Mebendazole		10uM	HA1E	6h	1
LINCSCP_157911	Mebendazole		10uM	PC3	24h	
LINCSCP_157912	Mebendazole		3.33uM	PC3	24h	
LINCSCP_157913	Mebendazole		1.11uM	PC3	24h	
LINCSCP_17004	Mebendazole		10uM	HA1E	6h	0
LINCSCP_171512	Mebendazole		10uM	YAPC	24h	
LINCSCP_171513	Mebendazole		3.33uM	YAPC	24h	
LINCSCP_171515	Mebendazole		0.37uM	YAPC	24h	
LINCSCP_171516	Mebendazole		0.12uM	YAPC	24h	
LINCSCP_18306	Mebendazole		10uM	HCC515	24h	0
LINCSCP_193507	Mebendazole		10uM	A549	6h	0
LINCSCP_1941	Flubendazole	TUBB	10uM	A375	6h	1
LINCSCP_23098	Mebendazole		10uM	HEPG2	6h	1
LINCSCP_239324	Flubendazole	TUBB	10uM	MCF7	6h	0
LINCSCP_244951	Flubendazole	TUBB	10uM	MCF7	6h	1
LINCSCP_252327	Mebendazole		20uM	MCF7	24h	0
LINCSCP_252730	Mebendazole		1uM	MCF7	24h	0
LINCSCP_252734	Mebendazole		40uM	MCF7	24h	0
LINCSCP_252735	Mebendazole		5uM	MCF7	24h	0
LINCSCP_252937	Mebendazole		10uM	MCF7	6h	0
LINCSCP_253160	Mebendazole		5uM	MCF7	24h	0
LINCSCP_253803	Mebendazole		10uM	MCF7	6h	0
LINCSCP_253804	Mebendazole		20uM	MCF7	6h	0
LINCSCP_253805	Mebendazole		40uM	MCF7	6h	0
LINCSCP_254536	Mebendazole		5uM	MCF7	6h	0
LINCSCP_260402	Mebendazole		10uM	NKDBA	24h	0
LINCSCP_260627	Mebendazole		10uM	NKDBA	24h	0
LINCSCP_260629	Mebendazole		3uM	NKDBA	24h	0
LINCSCP_260630	Mebendazole		10uM	NKDBA	24h	0
LINCSCP_260632	Mebendazole		5uM	NKDBA	24h	0
LINCSCP_260915	Mebendazole		10uM	NKDBA	24h	0
LINCSCP_260916	Mebendazole		20uM	NKDBA	24h	0
LINCSCP_260918	Mebendazole		5uM	NKDBA	24h	0
