SignatureId	Perturbagen	GeneTargets	Concentration	CellLine	Time	is_exemplar
LINCSCP_105429	Roquinimex		10uM	HELA	24h	
LINCSCP_105430	Roquinimex		3.33uM	HELA	24h	
LINCSCP_105431	Roquinimex		1.11uM	HELA	24h	
LINCSCP_105434	Roquinimex		0.04uM	HELA	24h	
LINCSCP_122224	Roquinimex		10uM	HT29	24h	
LINCSCP_122225	Roquinimex		3.33uM	HT29	24h	
LINCSCP_122226	Roquinimex		1.11uM	HT29	24h	
LINCSCP_138804	Roquinimex		10uM	MCF7	24h	
LINCSCP_138805	Roquinimex		3.33uM	MCF7	24h	
LINCSCP_138806	Roquinimex		1.11uM	MCF7	24h	
LINCSCP_138807	Roquinimex		0.37uM	MCF7	24h	
LINCSCP_138808	Roquinimex		0.12uM	MCF7	24h	
LINCSCP_138809	Roquinimex		0.04uM	MCF7	24h	
LINCSCP_14388	Roquinimex		10uM	HA1E	24h	0
LINCSCP_170610	Roquinimex		10uM	YAPC	24h	
LINCSCP_170611	Roquinimex		3.33uM	YAPC	24h	
LINCSCP_170613	Roquinimex		0.37uM	YAPC	24h	
LINCSCP_208869	Roquinimex		10uM	HA1E	6h	1
LINCSCP_227392	Roquinimex		10uM	HT29	6h	1
LINCSCP_282259	Roquinimex		10uM	PHH	24h	1
LINCSCP_2846	Roquinimex		10uM	A375	6h	1
LINCSCP_42827	Roquinimex		10uM	NPC	24h	1
LINCSCP_75272	Roquinimex		0.04uM	A375	24h	
LINCSCP_7563	Roquinimex		10uM	A549	24h	0
LINCSCP_93601	Roquinimex		3.33uM	HA1E	24h	
LINCSCP_93605	Roquinimex		0.04uM	HA1E	24h	
