SignatureId	Perturbagen	GeneTargets	Concentration	CellLine	Time	is_exemplar
LINCSCP_1036	Neratinib	EGFR|ERBB2|ERBB4	10uM	A375	6h	1
LINCSCP_10440	Neratinib	EGFR|ERBB2|ERBB4	10uM	A673	6h	1
LINCSCP_10646	Neratinib	EGFR|ERBB2|ERBB4	10uM	AGS	6h	1
LINCSCP_108593	Neratinib	EGFR|ERBB2|ERBB4	10uM	HELA	24h	
LINCSCP_108594	Neratinib	EGFR|ERBB2|ERBB4	3.33uM	HELA	24h	
LINCSCP_108595	Neratinib	EGFR|ERBB2|ERBB4	1.11uM	HELA	24h	
LINCSCP_108596	Neratinib	EGFR|ERBB2|ERBB4	0.37uM	HELA	24h	
LINCSCP_111193	Neratinib	EGFR|ERBB2|ERBB4	10uM	HEPG2	24h	
LINCSCP_111194	Neratinib	EGFR|ERBB2|ERBB4	3.33uM	HEPG2	24h	
LINCSCP_111195	Neratinib	EGFR|ERBB2|ERBB4	1.11uM	HEPG2	24h	
LINCSCP_111196	Neratinib	EGFR|ERBB2|ERBB4	0.37uM	HEPG2	24h	
LINCSCP_111197	Neratinib	EGFR|ERBB2|ERBB4	0.12uM	HEPG2	24h	
LINCSCP_111198	Neratinib	EGFR|ERBB2|ERBB4	0.04uM	HEPG2	24h	
LINCSCP_114739	Neratinib	EGFR|ERBB2|ERBB4	10uM	HS578T	24h	
LINCSCP_114740	Neratinib	EGFR|ERBB2|ERBB4	3.33uM	HS578T	24h	
LINCSCP_114741	Neratinib	EGFR|ERBB2|ERBB4	1.11uM	HS578T	24h	
LINCSCP_114742	Neratinib	EGFR|ERBB2|ERBB4	0.37uM	HS578T	24h	
LINCSCP_114743	Neratinib	EGFR|ERBB2|ERBB4	0.12uM	HS578T	24h	
LINCSCP_114744	Neratinib	EGFR|ERBB2|ERBB4	0.04uM	HS578T	24h	
LINCSCP_115092	Neratinib	EGFR|ERBB2|ERBB4	10uM	HS578T	3h	
LINCSCP_115093	Neratinib	EGFR|ERBB2|ERBB4	3.33uM	HS578T	3h	
LINCSCP_115094	Neratinib	EGFR|ERBB2|ERBB4	1.11uM	HS578T	3h	
LINCSCP_115096	Neratinib	EGFR|ERBB2|ERBB4	0.12uM	HS578T	3h	
LINCSCP_115097	Neratinib	EGFR|ERBB2|ERBB4	0.04uM	HS578T	3h	
LINCSCP_116151	Neratinib	EGFR|ERBB2|ERBB4	10uM	HT29	24h	
LINCSCP_116152	Neratinib	EGFR|ERBB2|ERBB4	3.33uM	HT29	24h	
LINCSCP_116153	Neratinib	EGFR|ERBB2|ERBB4	1.11uM	HT29	24h	
LINCSCP_116154	Neratinib	EGFR|ERBB2|ERBB4	0.37uM	HT29	24h	
LINCSCP_116156	Neratinib	EGFR|ERBB2|ERBB4	0.04uM	HT29	24h	
LINCSCP_11815	Neratinib	EGFR|ERBB2|ERBB4	0.1uM	BT20	24h	0
LINCSCP_11816	Neratinib	EGFR|ERBB2|ERBB4	0.5uM	BT20	24h	0
LINCSCP_11817	Neratinib	EGFR|ERBB2|ERBB4	10uM	BT20	24h	1
LINCSCP_11818	Neratinib	EGFR|ERBB2|ERBB4	1uM	BT20	24h	0
LINCSCP_12045	Neratinib	EGFR|ERBB2|ERBB4	0.1uM	BT20	6h	0
LINCSCP_12046	Neratinib	EGFR|ERBB2|ERBB4	0.5uM	BT20	6h	0
LINCSCP_12047	Neratinib	EGFR|ERBB2|ERBB4	10uM	BT20	6h	0
LINCSCP_12048	Neratinib	EGFR|ERBB2|ERBB4	1uM	BT20	6h	0
LINCSCP_125392	Neratinib	EGFR|ERBB2|ERBB4	10uM	HT29	24h	
LINCSCP_125393	Neratinib	EGFR|ERBB2|ERBB4	3.33uM	HT29	24h	
LINCSCP_12872	Neratinib	EGFR|ERBB2|ERBB4	10uM	DV90	6h	1
LINCSCP_12994	Neratinib	EGFR|ERBB2|ERBB4	10uM	EFO27	6h	1
LINCSCP_130434	Neratinib	EGFR|ERBB2|ERBB4	10uM	MCF10A	24h	
LINCSCP_130435	Neratinib	EGFR|ERBB2|ERBB4	3.33uM	MCF10A	24h	
LINCSCP_130436	Neratinib	EGFR|ERBB2|ERBB4	1.11uM	MCF10A	24h	
LINCSCP_130437	Neratinib	EGFR|ERBB2|ERBB4	0.37uM	MCF10A	24h	
LINCSCP_130438	Neratinib	EGFR|ERBB2|ERBB4	0.12uM	MCF10A	24h	
LINCSCP_130439	Neratinib	EGFR|ERBB2|ERBB4	0.04uM	MCF10A	24h	
LINCSCP_130787	Neratinib	EGFR|ERBB2|ERBB4	10uM	MCF10A	3h	
LINCSCP_130788	Neratinib	EGFR|ERBB2|ERBB4	3.33uM	MCF10A	3h	
LINCSCP_130789	Neratinib	EGFR|ERBB2|ERBB4	1.11uM	MCF10A	3h	
LINCSCP_130790	Neratinib	EGFR|ERBB2|ERBB4	0.37uM	MCF10A	3h	
LINCSCP_130791	Neratinib	EGFR|ERBB2|ERBB4	0.12uM	MCF10A	3h	
LINCSCP_130792	Neratinib	EGFR|ERBB2|ERBB4	0.04uM	MCF10A	3h	
LINCSCP_131844	Neratinib	EGFR|ERBB2|ERBB4	10uM	MCF7	24h	
LINCSCP_131845	Neratinib	EGFR|ERBB2|ERBB4	3.33uM	MCF7	24h	
LINCSCP_131846	Neratinib	EGFR|ERBB2|ERBB4	1.11uM	MCF7	24h	
LINCSCP_131847	Neratinib	EGFR|ERBB2|ERBB4	0.37uM	MCF7	24h	
LINCSCP_132199	Neratinib	EGFR|ERBB2|ERBB4	3.33uM	MCF7	3h	
LINCSCP_132200	Neratinib	EGFR|ERBB2|ERBB4	1.11uM	MCF7	3h	
LINCSCP_132201	Neratinib	EGFR|ERBB2|ERBB4	0.37uM	MCF7	3h	
LINCSCP_132203	Neratinib	EGFR|ERBB2|ERBB4	0.04uM	MCF7	3h	
LINCSCP_141977	Neratinib	EGFR|ERBB2|ERBB4	10uM	MCF7	24h	
LINCSCP_141978	Neratinib	EGFR|ERBB2|ERBB4	3.33uM	MCF7	24h	
LINCSCP_144581	Neratinib	EGFR|ERBB2|ERBB4	10uM	MDAMB231	24h	
LINCSCP_144582	Neratinib	EGFR|ERBB2|ERBB4	3.33uM	MDAMB231	24h	
LINCSCP_144583	Neratinib	EGFR|ERBB2|ERBB4	1.11uM	MDAMB231	24h	
LINCSCP_144584	Neratinib	EGFR|ERBB2|ERBB4	0.37uM	MDAMB231	24h	
LINCSCP_144585	Neratinib	EGFR|ERBB2|ERBB4	0.12uM	MDAMB231	24h	
LINCSCP_144586	Neratinib	EGFR|ERBB2|ERBB4	0.04uM	MDAMB231	24h	
LINCSCP_144934	Neratinib	EGFR|ERBB2|ERBB4	3.33uM	MDAMB231	3h	
LINCSCP_144936	Neratinib	EGFR|ERBB2|ERBB4	0.37uM	MDAMB231	3h	
LINCSCP_150751	Neratinib	EGFR|ERBB2|ERBB4	10uM	PC3	24h	
LINCSCP_150752	Neratinib	EGFR|ERBB2|ERBB4	3.33uM	PC3	24h	
LINCSCP_150753	Neratinib	EGFR|ERBB2|ERBB4	1.11uM	PC3	24h	
LINCSCP_150754	Neratinib	EGFR|ERBB2|ERBB4	0.37uM	PC3	24h	
LINCSCP_150755	Neratinib	EGFR|ERBB2|ERBB4	0.12uM	PC3	24h	
LINCSCP_150756	Neratinib	EGFR|ERBB2|ERBB4	0.04uM	PC3	24h	
LINCSCP_15667	Neratinib	EGFR|ERBB2|ERBB4	10uM	HA1E	6h	1
LINCSCP_160178	Neratinib	EGFR|ERBB2|ERBB4	10uM	PC3	24h	
LINCSCP_160179	Neratinib	EGFR|ERBB2|ERBB4	3.33uM	PC3	24h	
LINCSCP_162782	Neratinib	EGFR|ERBB2|ERBB4	10uM	SKBR3	24h	
LINCSCP_162783	Neratinib	EGFR|ERBB2|ERBB4	3.33uM	SKBR3	24h	
LINCSCP_162784	Neratinib	EGFR|ERBB2|ERBB4	1.11uM	SKBR3	24h	
LINCSCP_162785	Neratinib	EGFR|ERBB2|ERBB4	0.37uM	SKBR3	24h	
LINCSCP_162786	Neratinib	EGFR|ERBB2|ERBB4	0.12uM	SKBR3	24h	
LINCSCP_162787	Neratinib	EGFR|ERBB2|ERBB4	0.04uM	SKBR3	24h	
LINCSCP_163133	Neratinib	EGFR|ERBB2|ERBB4	10uM	SKBR3	3h	
LINCSCP_163134	Neratinib	EGFR|ERBB2|ERBB4	3.33uM	SKBR3	3h	
LINCSCP_163136	Neratinib	EGFR|ERBB2|ERBB4	0.37uM	SKBR3	3h	
LINCSCP_163137	Neratinib	EGFR|ERBB2|ERBB4	0.12uM	SKBR3	3h	
LINCSCP_173771	Neratinib	EGFR|ERBB2|ERBB4	10uM	YAPC	24h	
LINCSCP_173772	Neratinib	EGFR|ERBB2|ERBB4	3.33uM	YAPC	24h	
LINCSCP_173773	Neratinib	EGFR|ERBB2|ERBB4	1.11uM	YAPC	24h	
LINCSCP_17812	Neratinib	EGFR|ERBB2|ERBB4	10uM	HCC15	6h	1
LINCSCP_19419	Neratinib	EGFR|ERBB2|ERBB4	10uM	HCC515	24h	0
LINCSCP_19604	Neratinib	EGFR|ERBB2|ERBB4	10uM	HCC515	6h	1
LINCSCP_21268	Neratinib	EGFR|ERBB2|ERBB4	10uM	HCT116	6h	1
LINCSCP_21408	Neratinib	EGFR|ERBB2|ERBB4	10uM	HEC108	6h	1
LINCSCP_21768	Neratinib	EGFR|ERBB2|ERBB4	10uM	HEPG2	6h	1
LINCSCP_222419	Neratinib	EGFR|ERBB2|ERBB4	0.1uM	HS578T	24h	0
LINCSCP_24399	Neratinib	EGFR|ERBB2|ERBB4	10uM	HS578T	24h	1
LINCSCP_24400	Neratinib	EGFR|ERBB2|ERBB4	1uM	HS578T	24h	0
LINCSCP_24612	Neratinib	EGFR|ERBB2|ERBB4	0.1uM	HS578T	6h	0
LINCSCP_24613	Neratinib	EGFR|ERBB2|ERBB4	0.5uM	HS578T	6h	0
LINCSCP_24614	Neratinib	EGFR|ERBB2|ERBB4	10uM	HS578T	6h	0
LINCSCP_25125	Neratinib	EGFR|ERBB2|ERBB4	10uM	HT115	6h	1
LINCSCP_25629	Neratinib	EGFR|ERBB2|ERBB4	10uM	HT29	24h	0
LINCSCP_25831	Neratinib	EGFR|ERBB2|ERBB4	10uM	HT29	6h	1
LINCSCP_29172	Neratinib	EGFR|ERBB2|ERBB4	10uM	JHUEM2	6h	1
LINCSCP_29403	Neratinib	EGFR|ERBB2|ERBB4	10uM	LOVO	6h	1
LINCSCP_29621	Neratinib	EGFR|ERBB2|ERBB4	0.1uM	MCF10A	24h	0
LINCSCP_29622	Neratinib	EGFR|ERBB2|ERBB4	0.5uM	MCF10A	24h	0
LINCSCP_29623	Neratinib	EGFR|ERBB2|ERBB4	10uM	MCF10A	24h	1
LINCSCP_29624	Neratinib	EGFR|ERBB2|ERBB4	1uM	MCF10A	24h	0
LINCSCP_29818	Neratinib	EGFR|ERBB2|ERBB4	0.1uM	MCF10A	6h	0
LINCSCP_29819	Neratinib	EGFR|ERBB2|ERBB4	0.5uM	MCF10A	6h	0
LINCSCP_29820	Neratinib	EGFR|ERBB2|ERBB4	10uM	MCF10A	6h	0
LINCSCP_29821	Neratinib	EGFR|ERBB2|ERBB4	1uM	MCF10A	6h	0
LINCSCP_30649	Neratinib	EGFR|ERBB2|ERBB4	10uM	MCF7	24h	0
LINCSCP_30873	Neratinib	EGFR|ERBB2|ERBB4	10uM	MCF7	6h	0
LINCSCP_36720	Neratinib	EGFR|ERBB2|ERBB4	10uM	MCF7	6h	1
LINCSCP_39095	Neratinib	EGFR|ERBB2|ERBB4	10uM	MDAMB231	24h	1
LINCSCP_39290	Neratinib	EGFR|ERBB2|ERBB4	10uM	MDAMB231	6h	0
