Name_GeneSymbol	Value_LogDiffExp
AARS	-1.0318
ABCB6	-2.9823
ABHD4	-0.8137
ACAA1	-0.4479
ACLY	-0.6447
ADAM10	-2.0536
ADAT1	-0.4268
ADCK3	-1.5733
ADGRE5	-1.6848
ADRB2	-0.6037
AKAP8L	-0.883
ALAS1	-1.1098
ALDH7A1	-1.7082
ALDOA	-1.8497
AMDHD2	-1.6644
ARFIP2	-3.0401
ARHGAP1	-0.299
ARHGEF2	-0.5442
ATF5	-3.821
ATF6	-1.5921
ATP5S	-1.085
ATP6V0B	-0.4379
AURKB	-0.7287
B4GAT1	-1.1432
BAD	-1.6993
BAX	-1.1166
BCL7B	-0.5616
BIRC5	-1.5155
BLMH	-2.6241
BLVRA	-0.7921
CALM3	-1.5885
CASC3	-0.4191
CASK	-0.9769
CASP2	-1.9972
CASP7	-0.3552
CAST	-1.6154
CBR1	-1.0388
CBR3	-0.8634
CCDC85B	-1.1219
CCDC86	-0.3227
CCND1	-1.8378
CCND3	-1.4763
CCNF	-0.3612
CD44	-0.5641
CDC25B	-0.2602
CDC42	-0.7536
CDCA4	-1.2522
CDK6	-0.7577
CDKN2A	-0.3455
CEBPA	-0.8372
CENPE	-0.3422
CFLAR	-2.4291
CHEK1	-0.5918
CHERP	-0.5512
CHMP4A	-2.6094
CHMP6	-0.8356
CHP1	-1.7936
CIAPIN1	-0.5761
CLIC4	-1.7516
CLTB	-2.597
CNDP2	-0.8118
COASY	-0.8256
COG4	-2.7716
COG7	-0.7004
COPB2	-0.8023
CPNE3	-1.188
CRK	-2.062
CSNK1E	-1.2393
CSNK2A2	-0.9214
CSRP1	-3.9575
CTSD	-0.9667
CTSL	-0.5549
CTTN	-1.7446
CYB561	-1.1969
CYCS	-1.1563
DAG1	-0.536
DDB2	-0.71
DDIT4	-0.8162
DDR1	-0.5868
DHRS7	-0.454
DLD	-1.9423
DNAJB2	-1.4376
DNM1	-0.8798
DNM1L	-0.49
DPH2	-1.1588
DRAP1	-1.313
DSG2	-0.3714
DUSP14	-3.8836
DUSP4	-1.4991
E2F2	-0.557
ECD	-1.2278
ECH1	-0.4293
EDN1	-1.5541
EIF4EBP1	-2.4403
EIF4G1	-1.2811
EIF5	-0.3025
ELAVL1	-3.7403
EPB41L2	-1.5094
EPHA3	-0.3715
EPHB2	-1.3261
EPRS	-1.2629
ERO1L	-1.1232
ETFB	-3.171
ETV1	-1.5543
EVL	-1.0294
EXOSC4	-2.9482
FAH	-0.755
FAM57A	-2.0767
FAM69A	-1.7187
FAS	-1.6351
FBXO11	-0.2918
FCHO1	-0.4044
FIS1	-0.6636
FOS	-0.5376
FOSL1	-1.9828
FPGS	-1.2617
FZD7	-0.4625
GAA	-1.5455
GABPB1	-2.1262
GADD45B	-0.3141
GALE	-0.7497
GLI2	-0.9357
GLRX	-0.7869
GNA11	-0.9151
GNAS	-0.2993
GPATCH8	-0.3176
GPC1	-4.3404
GSTZ1	-0.87
HACD3	-3.7831
HDAC6	-2.0309
HERC6	-0.2797
HOXA5	-0.5338
HSD17B10	-0.6481
HSD17B11	-3.506
HSPA4	-1.1
HSPB1	-3.3278
ICAM3	-0.9003
ID2	-1.0682
IDE	-1.7104
IER3	-1.0223
IFRD2	-2.5652
IGF1R	-0.5668
IGFBP3	-1.6171
IKBKAP	-1.4951
IL4R	-0.4052
ILK	-1.3766
INPP4B	-0.4401
INSIG1	-1.3068
IQGAP1	-0.4468
ITGB5	-0.7986
JMJD6	-0.5879
KDM5A	-1.0214
KIAA0100	-2.0058
KIF2C	-1.0197
KIF5C	-0.5436
KLHL21	-0.3912
LAGE3	-0.8009
LAMA3	-0.8966
LGALS8	-1.874
LGMN	-0.4772
LIG1	-2.1316
LRP10	-3.2291
LRPAP1	-0.6394
LRRC41	-0.8885
MALT1	-0.6995
MAMLD1	-0.7783
MAN2B1	-1.5604
MAP2K5	-0.5558
MAP4K4	-0.4688
MAP7	-1.5182
MAPKAPK2	-1.8421
MAST2	-0.8409
MBNL2	-0.7298
MBOAT7	-1.0931
MCM3	-1.2989
ME2	-0.6047
METRN	-1.2087
MFSD10	-0.5293
MIF	-0.4038
MLEC	-0.6585
MRPL12	-2.8721
MRPS16	-1.7348
MRPS2	-1.4107
MVP	-1.3608
MYBL2	-1.3348
MYCBP	-1.2536
MYLK	-0.9225
NCOA3	-1.3473
NFATC3	-0.3425
NFKBIA	-3.9998
NFKBIB	-1.4432
NIPSNAP1	-2.0796
NISCH	-1.8022
NOL3	-0.9238
NOLC1	-0.9265
NPDC1	-1.8214
