ID_geneid	Name_GeneSymbol	Value_LogDiffExp	Significance_pvalue
3091	HIF1A	-1.5762	0.0062
5588	PRKCQ	-1.4701	0.0074
4891	SLC11A2	-1.0748	0.0084
1845	DUSP3	-1.7365	0.009
392	ARHGAP1	-1.3337	0.0098
50865	HEBP1	-1.0614	0.01
8574	AKR7A2	-1.1904	0.0105
8800	PEX11A	-0.9633	0.0133
53343	NUDT9	-0.9509	0.0145
9170	LPAR2	-0.9895	0.0168
5867	RAB4A	-1.5552	0.0175
9738	CCP110	-1.0375	0.0182
4846	NOS3	-1.6958	0.0212
4303	FOXO4	-0.8195	0.0251
7466	WFS1	-1.0108	0.0253
9903	KLHL21	-0.9041	0.027
58497	PRUNE	-0.8188	0.0276
4860	PNP	-0.9188	0.0289
51719	CAB39	-0.8098	0.031
3815	KIT	-0.7769	0.031
25	ABL1	-0.7803	0.0332
9016	SLC25A14	-2.3929	0.0358
9519	TBPL1	-0.6987	0.036
1454	CSNK1E	-1.3239	0.0366
51599	LSR	-0.7823	0.0377
5096	PCCB	-0.7205	0.0379
178	AGL	-0.7564	0.0386
2817	GPC1	-0.7654	0.0386
9275	BCL7B	-0.7293	0.0408
5154	PDGFA	-0.8607	0.0427
5788	PTPRC	-0.6567	0.0446
9688	NUP93	-0.6612	0.0447
7358	UGDH	-5.554	0.0451
2690	GHR	-1.1142	0.0465
10695	CNPY3	-0.7099	0.0469
54733	SLC35F2	-2.2247	0.0474
29890	RBM15B	-0.6818	0.0495
23224	SYNE2	-0.6534	0.0501
6597	SMARCA4	-0.7159	0.0503
54442	KCTD5	-0.9012	0.0506
23512	SUZ12	-0.7768	0.0514
11142	PKIG	-0.6351	0.0517
10898	CPSF4	-0.7227	0.0521
55699	IARS2	-0.6384	0.0525
7982	ST7	-0.7862	0.0547
3122	HLA-DRA	-0.6949	0.0548
22883	CLSTN1	-1.4536	0.0556
4793	NFKBIB	-0.997	0.0556
3508	IGHMBP2	-0.5998	0.056
5366	PMAIP1	-0.8115	0.0594
85377	MICALL1	-0.6193	0.0594
55818	KDM3A	-0.5727	0.0615
902	CCNH	-0.877	0.0621
27336	HTATSF1	-0.6188	0.0626
10362	HMG20B	-0.8395	0.0654
51070	NOSIP	-0.6034	0.0655
4582	MUC1	-1.0585	0.067
7015	TERT	-0.8361	0.0684
3482	IGF2R	-0.5631	0.0689
3202	HOXA5	-0.6048	0.0689
9817	KEAP1	-0.6859	0.0698
7106	TSPAN4	-0.7463	0.0708
9854	C2CD2L	-0.5538	0.0708
51024	FIS1	-3.0659	0.0723
5889	RAD51C	-0.6159	0.0724
3553	IL1B	-0.5491	0.0729
9448	MAP4K4	-1.3441	0.0731
25793	FBXO7	-0.8956	0.0738
10818	FRS2	-0.5439	0.0741
5909	RAP1GAP	-0.8288	0.0746
6850	SYK	-0.8364	0.0747
23077	MYCBP2	-0.5739	0.0764
9813	EFCAB14	-0.6565	0.0784
4605	MYBL2	-0.6173	0.0789
5900	RALGDS	-1.0187	0.0824
2309	FOXO3	-0.6736	0.0827
9375	TM9SF2	-0.585	0.0832
7538	ZFP36	-0.7296	0.0845
29082	CHMP4A	-0.5193	0.0853
25839	COG4	-1.4464	0.0859
4651	MYO10	-0.5474	0.086
79921	TCEAL4	-0.5236	0.0865
57048	PLSCR3	-2.9461	0.0868
4043	LRPAP1	-1.3564	0.0868
4154	MBNL1	-0.5624	0.0883
29928	TIMM22	-0.7104	0.0893
147179	WIPF2	-0.789	0.0897
23014	FBXO21	-0.6833	0.0902
4313	MMP2	-0.8713	0.0904
58533	SNX6	-0.6614	0.093
9267	CYTH1	-0.5653	0.0949
4780	NFE2L2	-1.8411	0.0973
54386	TERF2IP	-1.031	0.0976
54807	ZNF586	-4.6845	0.1009
23368	PPP1R13B	-0.6443	0.101
51170	HSD17B11	-1.0397	0.1034
25966	C2CD2	-0.6289	0.1035
2896	GRN	-1.6518	0.1038
2063	NR2F6	-0.5627	0.1042
11151	CORO1A	-0.4955	0.105
3725	JUN	-0.463	0.106
5831	PYCR1	-1.0868	0.107
6657	SOX2	-0.5584	0.1091
8835	SOCS2	-0.5397	0.1098
9261	MAPKAPK2	-0.5096	0.1117
26511	CHIC2	-2.5849	0.1122
23142	DCUN1D4	-0.7081	0.1141
4208	MEF2C	-0.4525	0.1145
2624	GATA2	-0.5915	0.1158
23300	ATMIN	-1.1514	0.12
8312	AXIN1	-0.4678	0.1201
79090	TRAPPC6A	-0.6818	0.1229
7416	VDAC1	-0.551	0.1247
10270	AKAP8	-0.4451	0.1264
7159	TP53BP2	-0.6301	0.1276
2115	ETV1	-0.623	0.132
5547	PRCP	-0.5185	0.1328
8349	HIST2H2BE	-0.5353	0.1331
9842	PLEKHM1	-0.4277	0.1345
2185	PTK2B	-0.5409	0.1366
79643	CHMP6	-0.4212	0.1399
6915	TBXA2R	-0.7818	0.1408
1635	DCTD	-0.511	0.142
2353	FOS	-0.4732	0.1454
4851	NOTCH1	-0.414	0.1459
10765	KDM5B	-0.7209	0.1504
11044	PAPD7	-0.7765	0.1518
23463	ICMT	-0.6657	0.1534
1534	CYB561	-0.5255	0.1579
7511	XPNPEP1	-0.8751	0.1581
6813	STXBP2	-0.4923	0.1583
2113	ETS1	-0.5713	0.165
1398	CRK	-4.0514	0.1654
51160	VPS28	-0.6603	0.1655
9926	LPGAT1	-0.446	0.1693
11065	UBE2C	-0.5504	0.1706
51742	ARID4B	-0.8847	0.174
840	CASP7	-1.4854	0.1753
57215	THAP11	-0.4427	0.1789
51015	ISOC1	-0.6678	0.1791
9897	KIAA0196	-0.5834	0.1791
51282	SCAND1	-0.3788	0.1797
8996	NOL3	-0.409	0.1807
79143	MBOAT7	-3.1083	0.1822
3964	LGALS8	-0.4033	0.1853
26128	KIF1BP	-1.1841	0.1859
23522	KAT6B	-0.6261	0.1871
8573	CASK	-0.4914	0.1874
7016	TESK1	-0.6541	0.1895
26136	TES	-0.469	0.1901
5498	PPOX	-0.4355	0.1911
5355	PLP2	-0.4469	0.1976
56889	TM9SF3	-0.3673	0.1977
1786	DNMT1	-0.4349	0.1989
1153	CIRBP	-0.4195	0.1991
2065	ERBB3	-0.5412	0.1991
5927	KDM5A	-0.418	0.2007
5827	PXMP2	-0.363	0.2007
10398	MYL9	-3.4977	0.2019
23149	FCHO1	-0.4576	0.2019
1647	GADD45A	-0.42	0.2022
1788	DNMT3A	-0.3702	0.2026
831	CAST	-3.6508	0.203
5480	PPIC	-0.3586	0.2032
3454	IFNAR1	-0.4404	0.2034
9221	NOLC1	-0.4532	0.2039
6616	SNAP25	-0.4729	0.2099
9805	SCRN1	-1.0183	0.2101
51335	NGRN	-0.4558	0.2111
10285	SMNDC1	-3.6086	0.2126
64943	NT5DC2	-1.8971	0.2126
6184	RPN1	-0.6622	0.2129
1861	TOR1A	-3.5089	0.2151
256364	EML3	-0.6385	0.2153
7376	NR1H2	-0.7566	0.21560000000000001
10206	TRIM13	-0.4373	0.2159
7750	ZMYM2	-0.5574	0.2162
23658	LSM5	-0.5131	0.2162
55604	LRRC16A	-0.3308	0.2165
79073	TMEM109	-0.327	0.2171
2356	FPGS	-1.2184	0.2175
22809	ATF5	-0.7385	0.2192
10273	STUB1	-0.4969	0.2224
