signatureid	compound	similarity
LINCSCP_33174	AC1Q471E	-0.4454
LINCSCP_139037	Apilimod	-0.3883
LINCSCP_33199	Clofibric acid	-0.3769
LINCSCP_33016	PRE-084	-0.3518
LINCSCP_239991	ST4029010	-0.3486
LINCSCP_34699	Apazone	-0.3479
LINCSCP_33227	NBI 27914	-0.3439
LINCSCP_32999	Physostigmine	-0.3421
LINCSCP_38208	SA-1921614	-0.3415
LINCSCP_35056	BRD-K95570609	-0.3381
LINCSCP_135378	Indinavir	-0.3361
LINCSCP_133010	MK-2206	-0.3361
LINCSCP_251283	Sirolimus	-0.3356
LINCSCP_143036	Enoxacin	-0.3348
LINCSCP_139720	Dexfenfluramine	-0.3331
LINCSCP_37732	SA-243276	-0.3318
LINCSCP_251766	Ponatinib	-0.3318
LINCSCP_33245	Tesmilifene	-0.3311
LINCSCP_238707	CHEMBL105897	-0.331
LINCSCP_35094	BRD-K08412560	-0.3305
LINCSCP_237143	AC1M43RN	-0.3282
LINCSCP_35064	BRD-K00818202	-0.3277
LINCSCP_139361	AC1NWAJL	-0.3229
LINCSCP_142987	NVP DPP 728 dihydrochloride	-0.3219
