Name_GeneSymbol	Value_LogDiffExp
ABCF3	0.2885
ABHD6	2.7536
ABL1	1.8136
ACAA1	0.4876
ACD	0.5887
ACLY	0.2963
ADGRE5	0.4389
ADH5	0.5323
ADI1	0.4027
ADO	0.2787
ADRB2	0.5998
AKAP8	0.2923
AKAP8L	0.679
AKR7A2	0.6831
ALDH7A1	0.3399
AMDHD2	0.3045
ANO10	0.7729
ATF1	0.6713
ATG3	0.7922
ATMIN	0.991
ATP5S	0.8148
BACE2	0.3463
BAD	0.2993
BCL7B	1.247
BIRC2	0.367
BIRC5	1.2029
BLMH	0.2765
BNIP3L	0.5568
BZW2	0.9539
C2CD5	0.3305
CAB39	0.2724
CASP7	0.9665
CCNB2	0.5906
CCNE2	0.695
CCNF	0.9508
CD58	0.3385
CDC42	0.2799
CDCA4	0.6606
CDK1	0.4036
CDK5R1	2.7673
CEBPZ	0.4374
CENPE	0.6873
CETN3	0.4722
CGRRF1	0.7395
CHEK1	0.3389
CHEK2	0.2652
CHMP6	0.7228
CHP1	2.4959
CISD1	0.9509
CLIC4	0.2646
CNPY3	1.0996
COASY	0.3323
COG2	0.5447
COPS7A	0.3684
CPNE3	0.5799
CRK	0.3196
CRYZ	1.0249
CTNNAL1	1.1026
CYB561	0.4428
CYTH1	1.2006
DCK	0.2918
DCTD	0.5271
DCUN1D4	0.3225
DDB2	0.326
DECR1	0.9365
DHRS7	0.5558
DLD	0.8082
DNAJB2	0.4617
DPH2	0.3218
DUSP14	0.816
DUSP22	0.3784
DUSP3	0.3372
DUSP6	0.4207
DYRK3	0.275
E2F2	2.1665
EBP	0.3334
ECD	0.4662
EED	0.2917
EIF4EBP1	0.595
EIF5	0.5415
ELAVL1	1.017
ENOPH1	0.8238
EPHA3	0.58
EPN2	1.9738
EXOSC4	0.4191
FAM57A	0.3871
FASTKD5	0.8499
FBXL12	0.5415
FCHO1	0.3573
FEZ2	0.4533
FGFR4	0.6803
FHL2	0.7298
FKBP14	1.9038
FOSL1	0.3737
FYN	0.2789
G3BP1	0.5776
GADD45B	0.6398
GATA2	0.3884
GATA3	3
GLRX	0.3004
GNA11	0.6493
GNAI2	0.3292
GNPDA1	0.5453
GOLT1B	0.6607
GRB10	0.2806
GRWD1	0.3006
GSTZ1	0.7404
GTF2A2	0.4253
