Name_GeneSymbol	Value_LogDiffExp	Significance_pvalue
KIT	-4.0972350821348975	0.12974212342495775
KIF5C	-3.7614456898686477	0.01132204656150995
IKZF1	-2.0641128347930793	0.33649392269852496
MYLK	-1.4383058885361808	3.065672805361852e-6
TBX2	-1.1297480068282653	0.49183332289888715
GLI2	-1.1224077936444494	0.03879671666616301
GHR	-0.8712466619972071	0.1926931324498118
TGFB3	-0.8574807482383979	0.017194859563115002
EGF	-0.8424831695595892	0.16560943968450603
FGFR4	-0.8007144273797618	0.2453392869733502
POLE2	-0.7596391559421107	0.0316550204390137
TSC22D3	-0.7123654609768969	0.0699000956604973
CHN1	-0.6609159158170484	0.10904171514474773
PROS1	-0.6470516275447934	0.03348354117170349
BMP4	-0.6438174270593436	0.0018094234936548385
GSTM2	-0.6393267790711618	0.2420204709463085
ETV1	-0.6378042944629655	0.1929813237511753
HOXA5	-0.6375347709505589	0.2680934928405327
VAV3	-0.6316139854254994	0.0055801579187963685
BCL2	-0.6279025089623703	0.15205402270213447
USP1	-0.572616219395867	0.012139837270902813
PIGB	-0.5718241833216793	0.020198257168406595
CEBPD	-0.5231518046165832	0.14708422401113924
PHGDH	-0.5157171702128426	0.05878645704664608
DCK	-0.5139615895903744	0.026630827302384297
FZD1	-0.4885692700463624	0.07295050583957245
DYNLT3	-0.4875400966228504	0.04147664860265489
CCNA2	-0.4802016532613719	0.0045491321841966414
SOX2	-0.4638463626804323	0.15347570339579106
PRSS23	-0.44904997504278477	0.0056481280290081
CENPE	-0.4378157514884797	0.12582401676514235
CCDC85B	-0.41782784880343493	0.28129359081659944
RPL39L	-0.4176484628129315	0.3345335183673811
P4HTM	-0.41319713941746694	0.10150217704829947
NOS3	-0.4105675972616085	0.6346548821193041
PMAIP1	-0.3979568215532551	0.37536492179754055
PSRC1	-0.3959065642107669	0.2829149946252724
HSD17B11	-0.39501232652628243	0.19845535129576344
CDK1	-0.3890666348255444	0.049356910473575245
CETN3	-0.3885907419341493	0.06117906947241633
TOP2A	-0.3877386635220715	0.021741483223199635
MBNL2	-0.382885296236225	0.14488731009437714
CDK19	-0.382111538666894	0.07523076607894803
PIK3R3	-0.38191315685307753	0.44670393421091015
ADO	-0.3791255971971555	0.031754187459268175
FGFR2	-0.3736454470047412	0.1010531687085547
SCP2	-0.37177963627098337	0.11956916249154029
SMC4	-0.3716830530474684	0.10280363670482025
SSBP2	-0.3633947217617969	0.09854218771366305
NFIL3	-0.36069796270563487	0.03923212648032376
SESN1	-0.3603684147931863	0.04096546196867078
ABHD6	-0.359427093006938	0.3259670550182864
CREG1	-0.35911996110240013	0.14530603859970362
GNAI1	-0.3574754721536206	0.03987166522610195
SLC35A3	-0.357196173829171	0.1861872423149
RAB11FIP2	-0.3510091209946552	0.08594462998919207
CCP110	-0.3428740763537461	0.0721207333646075
PRCP	-0.3423525415459746	0.022836187931021566
ATP5S	-0.3354630812976906	0.31703497596153724
CD58	-0.3302278514050384	0.21058955869910975
PLA2G4A	-0.3299722698723628	0.24401075844007847
HS2ST1	-0.3287482268040198	0.08937533222709831
ZNF395	-0.3283562889685922	0.018259153966663465
TMEM97	-0.3273754701279046	0.009283014910955364
FHL2	-0.3264382593427397	0.014829952116286016
NOTCH1	-0.32373880476892253	0.12834387339567102
HSPB1	-0.3214766642958779	0.12021541722445389
APPBP2	-0.32025670873759454	0.05181477312357228
PIK3C2B	-0.31764667497168775	0.18513881994757636
SMC3	-0.3149814755053329	0.09753311521218139
PSMG1	-0.31304134195470756	0.053966936689922425
GNPDA1	-0.31003601423687	0.16813886889964827
CBR1	-0.3084492368599646	0.08919012992728177
HAT1	-0.3071247833710809	0.12252671067857611
CCNB1	-0.3066814205065099	0.012622927754933289
APOE	-0.3064113843246604	0.15510843937340657
SLC25A46	-0.3049067962105602	0.21519721241745968
TRIM2	-0.30313112481453836	0.2370482791989101
CCNB2	-0.30295772663892817	0.03939985453479175
CTSD	-0.30182829670558137	0.08923885829438993
MPC2	-0.3016606820085887	0.30642448620613827
DSG2	-0.3005304504918956	0.21579563362764115
PEX11A	-0.29913109332941834	0.1583839754640547
NUCB2	-0.2939479866043674	0.19122214925086237
MEST	-0.2938519355358213	0.04767191216937108
