Name_GeneSymbol	Value_LogDiffExp	Significance_pvalue
NPEPL1	-1.917584136626627	0.01788334060411053
ACAT2	-1.8223186098705302	3.4635528047832797e-15
BDH1	-1.797193808784092	4.099941426470932e-8
TMEM97	-1.7687247027612671	2.5737681074967334e-16
KIF20A	-1.7188029761740624	2.333841180671793e-12
HTRA1	-1.7136494132198348	0.007004345214080626
LAGE3	-1.6418101425971505	3.098245497629233e-9
PXMP2	-1.6197654484293162	1.5466046964487682e-5
NT5DC2	-1.6194003981741043	3.150843765567381e-7
CCNB1	-1.607200326460059	1.4539321052123927e-14
NSDHL	-1.5882092641574836	6.565685408795255e-13
FDFT1	-1.5464524809879738	2.2288524500933466e-11
EBP	-1.5159327906210092	3.1151540263251504e-11
FZD1	-1.5110237730016247	9.41934961745912e-6
CCNF	-1.5107157113017855	3.9943831460883015e-11
B3GNT6	-1.488464439919424	0.3250229098229549
MIF	-1.447239974174821	3.7939062405004525e-6
PLK1	-1.4346803182797634	8.600454237120152e-11
SPDEF	-1.4209581870887429	3.328702708878278e-5
ADI1	-1.420617184104673	6.008362207834964e-7
PTPRC	-1.418911238361376	0.49431065534270424
PIN1	-1.406890721639676	3.7286280322233645e-6
BIRC5	-1.3967026757732954	8.943251070195058e-10
PSRC1	-1.3942009402853135	5.269788201511844e-4
SNCA	-1.3698219553224562	0.0010399020172027654
C5	-1.3669554443506389	5.420864869058145e-6
ALDOC	-1.3644591539055213	0.06991941539071286
CDC45	-1.351936149363976	3.400818857315869e-5
TERT	-1.3376667731621692	0.003700425813484292
PACSIN3	-1.336551755881222	4.179856352245548e-9
BAD	-1.3164362396923897	2.2394920258020292e-5
SLC27A3	-1.315164965461265	4.053121170097295e-4
VAV3	-1.3138610500184587	9.210041731890433e-7
NCAPD2	-1.2981301275113435	2.2961239960501403e-12
CD320	-1.289580372240723	4.383564109413933e-5
PRR15L	-1.2863821687881511	1.8571574434071995e-4
AMDHD2	-1.2747671942852197	3.0391538395630583e-7
HSPA1A	-1.2719223138662594	1.7409404764034534e-5
CAT	-1.2717159168141277	2.0491682411486407e-5
TOP2A	-1.2565304268084876	1.0210588974920482e-8
ITGAE	-1.2330372964097527	2.0303106491228154e-7
LIG1	-1.2176608495270629	1.1184649237049605e-9
E2F2	-1.2017220839664429	2.0306024086096184e-4
SPP1	-1.1771783378716092	3.208906666881201e-5
AURKA	-1.14875390729217	5.941944733466531e-7
MLEC	-1.140461457944066	2.6667411365459436e-6
HSPA8	-1.1350413572275744	2.7571539143723957e-8
TSTA3	-1.1308842037856373	2.462389695760681e-8
MRPL12	-1.128198904991032	9.612689708702625e-8
CYB561	-1.1278242832587446	1.3849857673768404e-7
PRR7	-1.1226954453623845	7.705919728633164e-4
CDKN2A	-1.1225874596244265	8.081133261405497e-6
MPC2	-1.1168587192305235	2.889092851375537e-4
KIF2C	-1.1146708785596746	1.0275364739257867e-7
ELOVL6	-1.0940790162848153	4.451306577457151e-7
THAP11	-1.0906778764947995	5.569997087180327e-6
ORC1	-1.0811116031441117	3.8581334999599614e-7
RFC2	-1.0746907920437745	1.2533140948170786e-10
HMG20B	-1.0734870887379295	1.8466870960673413e-4
CDC20	-1.0700838733619276	7.033949366412294e-7
PGRMC1	-1.0681007927995605	3.238880397519331e-9
BUB1B	-1.0644842034498598	1.123655548620818e-8
METRN	-1.0577035021362426	7.267152370837341e-4
LRPAP1	-1.0504607229610143	2.44750515722638e-7
SPR	-1.0482712429791268	1.3735609177091414e-8
AKR7A2	-1.0412061492539584	3.310687316313762e-4
CRYZ	-1.0398282540394341	1.2208906248015082e-6
MCM3	-1.0370903816671195	1.627702333470331e-7
WFS1	-1.032135490828322	2.9434702214272434e-5
PAFAH1B3	-1.0243166348174428	2.424784548394811e-4
PARP1	-1.0185528228284422	1.7081696914635272e-6
SCAND1	-1.0153494760885275	8.307948737557382e-4
HSD17B10	-1.0068969603934312	1.2952392015422026e-8
FGFR4	-1.0039623911905269	0.002037379847552101
EVL	-1.0025408408118417	1.4692864602017472e-4
ICAM3	-1.0020106697818503	7.969310924889894e-4
