signatureid	compound	similarity
LINCSCP_56799	Chloroquine	1
LINCSCP_127391	Darifenacin	0.4918
LINCSCP_40326	3-(4-Pyridyl)indole	0.4699
LINCSCP_91083	BECLOMETHASONE DIPROPIONATE	0.456
LINCSCP_5869	Ozagrel	0.4476
LINCSCP_100660	Rucaparib	0.4459
LINCSCP_217498	Dexamethasone	0.4369
LINCSCP_215439	Thalidomide	0.4288
LINCSCP_190217	Megestrol Acetate	0.4191
LINCSCP_95432	Fluticasone Propionate	0.3984
LINCSCP_1413	VU0413247-1	0.3968
LINCSCP_53950	Neratinib	0.3942
LINCSCP_30389	TAS-301	0.3859
LINCSCP_97685	Rizatriptan	0.3826
LINCSCP_70100	N-[4-Chloro-3-(trifluoromethyl)phenyl]-2-ethoxybenzamide	0.3795
LINCSCP_19452	Lenalidomide	0.3766
LINCSCP_19997	Desoximetasone	0.3761
LINCSCP_18805	SPECTRUM_001645	0.3754
LINCSCP_96055	SPECTRUM_000403	0.374
LINCSCP_62770	BRD-K19616315	0.374
LINCSCP_40211	JZL-184	0.3731
LINCSCP_209971	9-Fluoro-11,17,21-trihydroxy-16-methylpregna-1,4-diene-3,20-dione	0.3724
LINCSCP_117596	EMF-sumo1-1	0.3696
LINCSCP_94302	SPECTRUM_000224	0.3666
LINCSCP_18749	SPECTRUM_000080	0.3657
LINCSCP_18557	Xylazine	0.3639
LINCSCP_18768	(8Xi,11beta,14xi,16beta)-21-Chloro-9-fluoro-11-hydroxy-16-methyl-3,20-dioxopregna-1,4-dien-17-yl propanoate	0.3632
LINCSCP_4338	Triprolidine	0.3612
LINCSCP_18571	Tolazamide	0.3606
LINCSCP_18600	Flumethasone	0.3603
LINCSCP_38584	4L7B	0.3594
LINCSCP_29125	AB00540133	0.3585
LINCSCP_18286	Medrysone	0.3583
LINCSCP_90306	CICLESONIDE	0.3582
LINCSCP_56307	Betahistine	0.3581
LINCSCP_292376	Latrepirdine	0.3561
LINCSCP_18837	Dexamethasone Acetate	0.3559
LINCSCP_32539	WYE 354	0.3553
LINCSCP_312425	BRD-K10731645	0.3532
LINCSCP_97660	AC1NSZCT	0.3497
LINCSCP_295673	BRD-K76999748	0.3487
LINCSCP_302032	Thioridazine	0.3478
LINCSCP_140066	Orphenadrine	0.3462
LINCSCP_18356	SPECTRUM_000897	0.3451
LINCSCP_18396	LY288513	0.3422
LINCSCP_18268	Flunisolide	0.342
LINCSCP_58131	Halometasone	0.3412
LINCSCP_90103	Rimexolone	0.3411
LINCSCP_152235	CHEMBL2132289	0.339
LINCSCP_289733	CID 24069689	0.3386
LINCSCP_41792	SA-1919584	0.3385
LINCSCP_59301	CHEMBL2143818	0.336
LINCSCP_31427	MLS002264511	0.3349
LINCSCP_92682	AC1NWAML	0.3347
LINCSCP_65858	BRD-K70492429	0.333
LINCSCP_57058	LE-135	0.3322
LINCSCP_18628	Triamcinolone	0.3318
LINCSCP_58142	Amdinocillin	0.3257
LINCSCP_31414	SCHEMBL13736177	0.3253
LINCSCP_100370	Osimertinib	0.3248
LINCSCP_60298	BRD-K46663433	0.3215
LINCSCP_238822	Famotidine	0.3212
LINCSCP_56799	Chloroquine	1
LINCSCP_57295	12K-612S	0.5962
LINCSCP_58523	MEGXP0_001444	0.5492
LINCSCP_56876	AS-605240	0.5445
LINCSCP_291973	2-Bromo-n-[3-(pentanoylamino)phenyl]benzamide	0.5337
LINCSCP_56011	Iodophenpropit	0.5291
LINCSCP_59288	Prostratin	0.5262
LINCSCP_242545	BRD-K67519589	0.5249
LINCSCP_57759	Dicloxacillin	0.5184
LINCSCP_58626	SEW05685	0.5103
LINCSCP_56971	SJ 172550	0.5071
LINCSCP_58214	CPD000469235	0.498
