signatureid	compound	similarity
LINCSCP_6634	Ruxolitinib	0.6646
LINCSCP_7435	IKK Inhibitor VII	0.5213
LINCSCP_46244	MLS-0435555.0001	0.5133
LINCSCP_137993	Berberine	0.4825
LINCSCP_16619	Everolimus	0.4804
LINCSCP_53790	PNU-74654	0.4697
LINCSCP_117199	Vandetanib	0.4659
LINCSCP_49153	CHEMBL2357390	0.4649
LINCSCP_138312	Deferiprone	0.4611
LINCSCP_6674	Crizotinib	0.4599
LINCSCP_40057	COT-10B	0.458
LINCSCP_49411	Avicin-D	0.4572
LINCSCP_49415	Avicin-G	0.4513
LINCSCP_43697	Perhexiline	0.4507
LINCSCP_13281	Calcimycin	0.4466
LINCSCP_53853	Clonidine	0.441
LINCSCP_6111	SAN1_003817	0.4405
LINCSCP_168589	Camostat Mesilate	0.439
LINCSCP_193091	DH 97	0.4388
LINCSCP_7165	Ouabain	0.4382
LINCSCP_259218	LY-294002	0.4372
LINCSCP_168723	Prothiaden Spofa	0.4331
LINCSCP_47613	Irinotecan	0.4284
LINCSCP_177928	KUC104218	0.4271
LINCSCP_202121	Oxetane	0.4251
LINCSCP_15911	MLS002264438	0.4246
LINCSCP_20394	LRRK2-IN-1	0.4216
LINCSCP_44021	Dinoprostone	0.4208
LINCSCP_44688	2-Phenylaminoadenosine	0.4208
LINCSCP_46272	SCHEMBL2608041	0.4203
LINCSCP_13468	KU0060648	0.4195
LINCSCP_76687	3-(4-Pyridyl)indole	0.4188
LINCSCP_4347	Phenamil	0.4157
LINCSCP_40065	Cytochalasin B	0.4132
LINCSCP_39841	SCHEMBL6851809	0.4106
LINCSCP_7199	Cephaeline	0.4086
LINCSCP_15627	BI-2536	0.4082
LINCSCP_192562	Cyclacillin	0.408
LINCSCP_6243	Obatoclax	0.4069
LINCSCP_104379	NUTLIN 3	0.4067
LINCSCP_168469	Ornidazole	0.4061
LINCSCP_218443	Quinacrine	0.4048
LINCSCP_10234	179324-69-7	0.4037
LINCSCP_16683	CHEMBL1673039	0.4017
LINCSCP_154353	Colforsin	0.4005
LINCSCP_56307	Betahistine	0.399
LINCSCP_29338	Niclosamide	0.3989
LINCSCP_63013	BRD-K18449990	0.3978
LINCSCP_5481	KUC104254	0.3939
LINCSCP_112671	PF-03758309	0.3894
LINCSCP_153848	Forskolin, NKH477	0.3891
LINCSCP_7214	Anisomycin	0.3887
LINCSCP_47106	CHEMBL2144875	0.3886
LINCSCP_29298	LDN 193189	0.3885
LINCSCP_1413	VU0413247-1	0.387
LINCSCP_39924	CHEMBL258148	0.3866
LINCSCP_5947	BRD-K33676730	0.3836
LINCSCP_7446	Digoxin	0.3833
LINCSCP_45970	Cladribine	0.3831
LINCSCP_46309	NCGC00172397-01	0.3828
LINCSCP_65972	BRD-K43623238	0.3826
LINCSCP_1525	MLS002264433	0.3822
LINCSCP_56115	Cymarin	0.3819
LINCSCP_40149	pyrvinium-pamoate	0.3804
LINCSCP_29387	IMD-0354	0.3801
LINCSCP_56341	BRD-K38477985	0.3799
LINCSCP_21406	(1Ar,7as,10as,10br)-1a,5-Dimethyl-8-methylidene-2,3,6,7,7a,8,10a,10b-octahydrooxireno[9,10]cyclodeca[1,2-b]furan-9(1ah)-one	0.3799
LINCSCP_260844	CGS-15943	0.3796
LINCSCP_50929	GW 405833	0.3795
LINCSCP_46516	AG-205/40776311	0.3791
LINCSCP_5946	SC_I_004	0.3788
LINCSCP_56291	Arecaidine but-2-ynyl ester	0.3784
LINCSCP_53449	RO-281675	0.3769
LINCSCP_7522	Omacetaxine Mepesuccinate	0.3755
LINCSCP_46923	Calmidazolium	0.3749
LINCSCP_9811	Narciclasine	0.3741
LINCSCP_8021	GSK-1059615	0.3733
LINCSCP_36133	AKT Inhibitor IV	0.3716
LINCSCP_33507	Iodophenpropit	0.3705
LINCSCP_72310	TIC10	0.3697
LINCSCP_76387	naftidrofuryl	0.3697
LINCSCP_6691	ZINC01037382	0.3693
LINCSCP_6084	MLS001033149	0.3688
LINCSCP_53765	3-Chloro-l-alanine	0.36870000000000003
LINCSCP_47351	Triamterene	0.3685
LINCSCP_25097	MK-2206	0.3681
LINCSCP_43727	ZINC01050121	0.3681
LINCSCP_43694	Troglitazone	0.3674
LINCSCP_29322	Gossypol	0.3673
LINCSCP_155356	Alprostadil	0.3665
LINCSCP_188992	MLS003271340	0.3661
LINCSCP_119926	brivanib	0.3651
LINCSCP_137828	YM 976	0.3646
LINCSCP_26876	BRD-A10420615-001-02-8	0.3644
LINCSCP_115227	Withaferin A	0.364
LINCSCP_21981	CHEMBL1698064	0.3638
LINCSCP_39781	CAY-10594	0.3637
LINCSCP_191756	Simvastatin	0.3634
LINCSCP_5840	Tegaserod	0.3631
LINCSCP_55789	BIO2_000029	0.363
LINCSCP_156182	Altrenogest	0.363
LINCSCP_47147	CHEMBL2131444	0.363
LINCSCP_6026	MLS000518920	0.3628
LINCSCP_7395	SMP2_000249	0.362
LINCSCP_5305	CHEMBL2141722	0.3613
LINCSCP_10782	CHEMBL2141722	0.3613
LINCSCP_146287	Osimertinib	0.3603
LINCSCP_39960	CID-2858522	0.3598
LINCSCP_251395	AZD-6482	0.3591
LINCSCP_139791	Tozasertib	0.3584
LINCSCP_4381	RO-316233	0.3579
LINCSCP_47360	Metaproterenol	0.3573
LINCSCP_76550	AZD-1775	0.357
LINCSCP_47134	BRD-K60297835	0.3567
LINCSCP_21167	LE-135	0.3566
LINCSCP_158101	Dinoprost	0.3565
LINCSCP_44502	Coleoforsin	0.3565
LINCSCP_140376	Tipifarnib	0.3563
LINCSCP_192402	AC1L1E8W	0.3555
LINCSCP_127348	Ingenol Mebutate	0.3536
LINCSCP_19692	MLS002264436	0.353
LINCSCP_169641	Pomalidomide	0.353
LINCSCP_153444	IB-MECA	0.353
LINCSCP_29097	Salermide	0.3521
LINCSCP_33038	AC1N6AX4	0.3521
LINCSCP_7636	NSC25485	0.3518
LINCSCP_52948	4,11-Diethyl-4,9-dihydroxy-1H-pyrano[3',4':6,7]indolizino[1,2-b]quinoline-3,14(4H,12H)-dione	0.3503
LINCSCP_47812	PRESTWICK3_000866	0.3502
LINCSCP_170114	Cabazitaxel	0.3497
LINCSCP_47135	CHEMBL2359459	0.349
LINCSCP_2851	Lasalocid	0.3488
LINCSCP_41818	PX 12	0.3482
LINCSCP_5072	SMR000015484	0.3477
LINCSCP_132384	TORIN-2	0.3475
LINCSCP_19969	H0635_SIGMA	0.3475
LINCSCP_7705	Cycloheximide	0.3468
LINCSCP_35671	CHEMBL3183436	0.3453
LINCSCP_1437	VU0418934-2	0.3449
LINCSCP_103803	Moxonidine	0.3442
LINCSCP_39206	MLS002232309	0.3441
LINCSCP_103086	Castanospermine	0.3438
LINCSCP_6632	Aurora A Inhibitor I	0.3437
LINCSCP_13141	Pyrvinium pamoate	0.3436
