signatureid	compound	similarity
LINCSCP_137730	Taranabant	0.8567
LINCSCP_138278	Pramipexole	0.8405
LINCSCP_93169	AC1Q5RFA	0.837
LINCSCP_92984	Nebivolol	0.8341
LINCSCP_95655	Avanafil	0.8286
LINCSCP_121169	NUTLIN 3	0.8261
LINCSCP_105485	TIROFIBAN HYDROCHLORIDE	0.823
LINCSCP_148453	1166227-08-2	0.8179
LINCSCP_103791	Andarine	0.8137
LINCSCP_122238	Clozapine	0.8131
LINCSCP_138376	Esmolol	0.8117
LINCSCP_122105	S18986	0.803
LINCSCP_120508	Tonabersat	0.8004
LINCSCP_138694	Minaprine	0.7992
LINCSCP_121499	SPECTRUM_001092	0.7975
LINCSCP_103234	GDC-0980 (RG7422)	0.7971
LINCSCP_139441	AZD-8330	0.7954
LINCSCP_138326	CPI-613	0.7929
LINCSCP_104086	Chlorambucil	0.7904
LINCSCP_95522	Semaxanib	0.7882
LINCSCP_95588	Dipraglurant	0.7862
LINCSCP_150985	Fedratinib	0.7782
LINCSCP_121452	Bemegride	0.7768
LINCSCP_92070	Benzamil	0.7737
LINCSCP_138708	Celecoxib	0.7691
LINCSCP_91603	Camostat Mesilate	0.7683
LINCSCP_137784	Veliparib (ABT-888)	0.7676
LINCSCP_137610	BRD-A82197375	0.7654
LINCSCP_138542	TAK-700 (Orteronel)	0.7636
LINCSCP_10125	2-(4-(4-Chloro-1,2-diphenylbut-1-en-1-yl)phenoxy)-n,n-dimethylethanamine	0.7628
LINCSCP_103778	Alprostadil	0.7584
LINCSCP_103674	NG,NG-Dimethyl-L-arginine, Dihydrochloride	0.7552
LINCSCP_103661	Felbamate	0.7543
LINCSCP_129537	Allitinib	0.7483
LINCSCP_45279	MLS002703104	0.746
LINCSCP_201581	Gemcitabine	0.7353
LINCSCP_147958	CX-5461	0.7322
LINCSCP_59028	8-Epi-15-d2c-isop	0.7303
LINCSCP_15191	Ingenol 3,20-dibenzoate	0.7293
LINCSCP_169306	KX2-391	0.726
LINCSCP_121704	Nafamostat Mesylate	0.7256
LINCSCP_15169	Phorbol 12-myristate-13-acetate	0.7225
LINCSCP_2270	BRD-A59145032	0.7134
LINCSCP_121802	Bopindolol  malonate	0.7043
LINCSCP_138311	Cabazitaxel	0.7042
LINCSCP_122493	BUTORPHANOL-(+)-TARTRATE (DEA license)	0.7032
LINCSCP_138434	BRD-A32440707	0.7031
LINCSCP_157552	Paricalcitol	0.7008
LINCSCP_173550	Maxacalcitol-D6	0.7
LINCSCP_2025	MLS-0435555.0001	0.6986
LINCSCP_82987	CHEMBL552425	0.6985
LINCSCP_121621	Ledipasvir	0.698
LINCSCP_152203	SCHEMBL16980224	0.6979
LINCSCP_138451	ETOPOSIDE	0.697
LINCSCP_77849	Nelarabine	0.6952
LINCSCP_122195	ICI 182,780	0.6943
LINCSCP_92541	Theobromine	0.6936
LINCSCP_120479	Glyburide	0.6928
LINCSCP_93914	MLN 2480	0.6849
LINCSCP_139017	KW-2478	0.6806
LINCSCP_55807	Dinoprostone	0.6796
LINCSCP_121283	AC1NWAML	0.6766
LINCSCP_85500	Mitoxantrone	0.6765
LINCSCP_148684	Quizartinib	0.6763
LINCSCP_1743	MLS002264454	0.6734
LINCSCP_137512	Felodipine	0.6721
LINCSCP_138868	(13S)-3-Hydroxy-13-methyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-17-one	0.671
LINCSCP_50974	SB-216763	0.6665
LINCSCP_45264	MLS002703105	0.6601
LINCSCP_99428	Enzastaurin	0.6594
LINCSCP_151455	CHEMBL1673039	0.6588
LINCSCP_45667	Lovastatin	0.6571
LINCSCP_136872	MK-5108	0.6549
LINCSCP_105057	citiolone	0.6538
LINCSCP_40165	Manumycin-A	0.6529
LINCSCP_136459	TH-302	0.6521
LINCSCP_35276	BRD-K05353139	0.6499
LINCSCP_103377	Glafenine	0.6492
LINCSCP_105189	Anamorelin	0.6492
LINCSCP_173925	Phorbol Myristate Acetate	0.6467
LINCSCP_122140	ABT-333	0.6461
LINCSCP_120708	Piretanide	0.6457
LINCSCP_174090	Tacalcitol	0.6447
LINCSCP_62543	BRD-K42083897	0.644
LINCSCP_138646	Amoxapine	0.6438
LINCSCP_92240	Resminostat	0.6412
LINCSCP_92044	Perindopril	0.6392
LINCSCP_124132	MIGLITOL	0.6386
LINCSCP_95766	Taselisib	0.6384
LINCSCP_121200	EXALAMIDE	0.6374
LINCSCP_83118	SCHEMBL17378613	0.6341
LINCSCP_136652	AT-9283	0.6337
LINCSCP_47528	4-Hydroxyantipyrine	0.6311
LINCSCP_12693	QS-11	0.6298
LINCSCP_59555	SCHEMBL10015911	0.6291
LINCSCP_92652	Pomalidomide	0.6288
LINCSCP_136705	2-Methoxyestradiol	0.6285
LINCSCP_163262	SCHEMBL570779	0.6285
LINCSCP_44756	MAZ51	0.628
LINCSCP_70599	HMN-214	0.6278
LINCSCP_206741	CHEMBL399379	0.6276
LINCSCP_173700	Ercalcitriol	0.6258
LINCSCP_138948	Vinburnine	0.625
LINCSCP_244374	Racepinephrine	0.6248
LINCSCP_121167	CEFEPIME HYDROCHLORIDE	0.6235
LINCSCP_135860	LY2784544	0.6228
LINCSCP_92129	Fingolimod (FTY720) HCl	0.6201
LINCSCP_49559	Broad-Sai-686	0.6192
LINCSCP_118835	Clofarabine	0.6187
LINCSCP_152171	XMD 8-92	0.6172
LINCSCP_33398	Scoulerine	0.6145
LINCSCP_2159	SPOX1_000651	0.6099
LINCSCP_124166	benproperine	0.6063
LINCSCP_137969	Cinoxacin	0.6054
LINCSCP_2058	AC1O9BJ3	0.6049
LINCSCP_121191	amisulpride	0.6048
LINCSCP_137842	Acivicin	0.6039
LINCSCP_64575	Thioridazine	0.603
LINCSCP_124064	Fluticasone Propionate	0.6028
LINCSCP_148145	MLN-8054	0.6021
LINCSCP_95618	Aprepitant	0.6013
LINCSCP_136087	TAS-103 (dihydrochloride)	0.6009
LINCSCP_79659	Tosedostat	0.5999
LINCSCP_22977	NCGC00025321-01	0.5993
LINCSCP_169247	Seocalcitol	0.5985
LINCSCP_15353	Phenethylisothiocyanate	0.5975
LINCSCP_151452	rifampicin	0.5973
LINCSCP_120554	Tetradecylthioacetic acid	0.5968
LINCSCP_135939	Danusertib	0.5962
LINCSCP_3964	Curcumin	0.5956
LINCSCP_51020	PKC Beta Inhibitor	0.595
LINCSCP_91858	SPECTRUM_001522	0.5936
LINCSCP_2680	vincristine	0.5919
LINCSCP_107727	AKT Inhibitor VIII	0.5918
LINCSCP_124092	SR-2640	0.5912
LINCSCP_3015	BRD-K69159985	0.5905
LINCSCP_136647	Warfarin	0.59
LINCSCP_136465	Riluzole	0.5894
LINCSCP_91385	Chrysin	0.5886
LINCSCP_34642	Oxfendazole	0.588
LINCSCP_49504	Tacedinaline	0.5872
LINCSCP_138118	Ixabepilone	0.5869
LINCSCP_137898	Rimonabant	0.5858
LINCSCP_7929	Prostratin	0.5855
LINCSCP_10360	CHEMBL1434137	0.5855
