signatureid	compound	similarity
LINCSCP_97717	SU14813	0.9168
LINCSCP_168624	Fosinopril	0.9076
LINCSCP_168786	SU-11652	0.9036
LINCSCP_74490	Emedastine	0.901
LINCSCP_74801	AC480 (BMS-599626)	0.9003
LINCSCP_99222	Etanidazole	0.8968
LINCSCP_139338	Ubenimex	0.8933
LINCSCP_123457	BRD-A08662020	0.893
LINCSCP_38751	Entinostat	0.8873
LINCSCP_140460	Aminocaproic acid	0.8855
LINCSCP_170527	ABT-333	0.8814
LINCSCP_91901	Tonabersat	0.8814
LINCSCP_94980	BRD-A43331270-001-01-6	0.8789
LINCSCP_123508	AZD-1775	0.8788
LINCSCP_140383	ABT-199 (GDC-0199)	0.8779
LINCSCP_121912	nimodipine	0.8775
LINCSCP_76633	AC1NSM0X	0.8738
LINCSCP_94806	Ivacaftor (VX-770)	0.8716
LINCSCP_171732	naftidrofuryl	0.8703
LINCSCP_287321	FK 866	0.8678
LINCSCP_121367	Guanadrel	0.8676
LINCSCP_120350	Trifluoperazine	0.8635
LINCSCP_168864	GSK-1070916	0.8634
LINCSCP_46347	MLS-0435555.0001	0.863
LINCSCP_122333	MK-0773	0.8626
LINCSCP_12744	pyrvinium-pamoate	0.862
LINCSCP_237784	MLS002607804	0.8593
LINCSCP_94757	Venlafaxine	0.8589
LINCSCP_93071	AZ628	0.8581
LINCSCP_10285	362-74-3	0.8577
LINCSCP_121954	CI-218872	0.8554
LINCSCP_46465	STK218951	0.8553
LINCSCP_257259	Itrazole	0.8543
LINCSCP_123124	RASAGILINE	0.8539
LINCSCP_93418	Diphenidol	0.852
LINCSCP_17523	Nilotinib	0.8495
LINCSCP_168223	RVX-208	0.8489
LINCSCP_139289	AT13387	0.8476
LINCSCP_168453	Warfarin	0.8471
LINCSCP_168126	SPECTRUM_001048	0.8466
LINCSCP_103908	Salirasib	0.8455
LINCSCP_31414	SCHEMBL13736177	0.8419
LINCSCP_168130	LY2801653	0.8417
LINCSCP_93605	Roquinimex	0.8405
LINCSCP_94857	Orphenadrine	0.8392
LINCSCP_3098	YL-61	0.835
LINCSCP_94837	SPECTRUM_001873	0.8342
LINCSCP_171695	TAK-242	0.8331
LINCSCP_141361	AZD1981	0.8328
LINCSCP_122162	Roflumilast	0.8295
LINCSCP_169075	Cevimeline hydrochloride	0.8287
LINCSCP_142216	ESTRAMUSTINE	0.8274
LINCSCP_290681	313981-55-4	0.8272
LINCSCP_10318	CHEMBL436817	0.8263
LINCSCP_207901	Nifedipine	0.8262
LINCSCP_122002	Adenosine	0.8259
LINCSCP_53932	SB225002	0.8236
LINCSCP_202945	Phenoxazine	0.8235
LINCSCP_124101	Guanethidine	0.8229
LINCSCP_121169	NUTLIN 3	0.8229
LINCSCP_141860	Rosuvastatin	0.8217
LINCSCP_169676	Pentamidine	0.8216
LINCSCP_124212	TG100-115	0.821
LINCSCP_104909	Nafamostat Mesylate	0.8208
LINCSCP_109776	Theophylline	0.8199
LINCSCP_205606	Nimodipine	0.8194
LINCSCP_155165	10-DEBC	0.8187
LINCSCP_141642	Dilazep	0.8187
LINCSCP_162038	Lopinavir	0.8175
LINCSCP_290707	Dihydrosamidin	0.8172
LINCSCP_92040	GSK-923295	0.817
LINCSCP_53620	32703-82-5	0.8167
LINCSCP_29963	LDN 193189	0.8165
LINCSCP_155189	Zileuton	0.8152
LINCSCP_252778	SA-103013	0.8152
LINCSCP_30051	Gefitinib	0.8117
LINCSCP_103722	Trimethobenzamide	0.8114
LINCSCP_94990	AS-605240	0.8111
LINCSCP_46519	MLS-0435534.0001	0.8107
LINCSCP_53908	3-(4-Pyridyl)indole	0.8104
LINCSCP_122069	Cefoperazone	0.8096
LINCSCP_121477	MILNACIPRAN HYDROCHLORIDE	0.8049
LINCSCP_31968	BRD4770	0.8046
LINCSCP_170406	Naftopidil	0.8041
LINCSCP_169874	Iguratimod	0.8039
LINCSCP_290959	Dipyridamole	0.8039
LINCSCP_103906	Isoniazid	0.8032
LINCSCP_154938	Pidotimod	0.8016
LINCSCP_53530	Ingenol 3,20-dibenzoate	0.8014
LINCSCP_289805	CHEMBL586058	0.8009
LINCSCP_122222	Lersivirine	0.7993
LINCSCP_235510	SB-216763	0.7989
LINCSCP_96711	tioconazole	0.798
LINCSCP_16544	AG-205/40776311	0.7972
LINCSCP_174228	Avasimibe	0.7967
LINCSCP_123476	(Z) Fluvoxamine	0.7935
LINCSCP_121408	Tasquinimod	0.7934
LINCSCP_145649	SCHEMBL3958507	0.7931
LINCSCP_168346	heraclenol	0.7925
LINCSCP_122050	1,3-Dipropyl-8-cyclopentylxanthine	0.7914
LINCSCP_167690	Maprotiline	0.7901
LINCSCP_16085	SR-02000000477	0.7896
LINCSCP_163183	Mitoxantrone	0.7893
LINCSCP_132039	Seliciclib	0.7891
LINCSCP_142582	Secnidazole	0.7887
LINCSCP_176207	ABACAVIR SULFATE	0.7881
LINCSCP_171499	Aminolevulinic acid	0.7876
LINCSCP_171855	Tivozanib	0.7869
LINCSCP_13965	SRC Kinase Inhibitor II	0.7863
LINCSCP_53562	COT-10B	0.7854
LINCSCP_97367	Escitalopram	0.7847
LINCSCP_122413	Ambrisentan	0.783
LINCSCP_170517	Celecoxib	0.7828
LINCSCP_142611	tropisetron	0.782
LINCSCP_38883	Sirolimus	0.7807
LINCSCP_154878	Temsirolimus (CCI-779, NSC 683864)	0.7799
LINCSCP_145013	GSK 1059615	0.7793
LINCSCP_39978	79966-13-5	0.7789
LINCSCP_172523	282089-49-0	0.7784
LINCSCP_31330	MLS-0437136.0001	0.7783
LINCSCP_94703	Palbociclib	0.7771
LINCSCP_31427	MLS002264511	0.7762
LINCSCP_111626	PD-0325901	0.7757
LINCSCP_138185	CI-1040	0.7696
LINCSCP_28497	BRD-K11533227	0.7695
LINCSCP_124147	Orlistat	0.7688
LINCSCP_311127	BRD-K90077012	0.7685
LINCSCP_35547	HDACi1,2+3_mix	0.7676
LINCSCP_127661	Safinamide Mesylate	0.7673
LINCSCP_168697	XL335	0.7669
LINCSCP_84629	CX-5461	0.7663
LINCSCP_190559	STK222600	0.7663
LINCSCP_139525	Lonafarnib	0.7662
LINCSCP_38854	LY-294002	0.7658
LINCSCP_257456	Veliparib	0.7646
